season,e024_gate,gw,position,entrant_id,entrant_name,leaver_id,leaver_name,delta_mc,delta_u,dpts,both60,tie_pts,mc_pref_enter,u_pref_enter,actual_pref_enter,ctrl_mu_gap,gap_bucket,v_ctrl,v_swap
2025-26,FAIL,8,DEF,411,O'Reilly,257,Lacroix,0.0521,0.0592,10.0,1,0,1,1,1,0.6004,mid,38.928,38.98
2025-26,FAIL,9,FWD,749,Mané,732,Uche,-0.1599,-1.3324,-1.0,0,0,0,0,0,1.3324,large,39.766,39.6061
2025-26,FAIL,9,FWD,749,Mané,691,Calvert-Lewin,-0.2564,-2.1364,-2.0,0,0,0,0,0,2.1364,large,39.766,39.5097
2025-26,FAIL,9,DEF,348,Rodon,291,Tarkowski,-0.3935,-0.4472,12.0,1,0,0,0,1,0.3904,mid,39.766,39.3725
2025-26,FAIL,10,MID,384,Gakpo,119,Mbeumo,0.283,0.3216,1.0,1,0,1,1,1,0.1804,near,39.9004,40.1834
2025-26,FAIL,10,MID,267,Sarr,119,Mbeumo,0.6857,0.7792,1.0,1,0,1,1,1,0.0776,near,39.9004,40.5861
2025-26,FAIL,10,DEF,411,O'Reilly,5,Gabriel,0.1056,0.12,-4.0,1,0,1,1,0,0.6956,mid,39.9004,40.006
2025-26,FAIL,11,MID,585,Bentancur,241,Caicedo,-0.0431,-0.3592,-1.0,0,0,0,0,0,0.6552,mid,39.5912,39.5481
2025-26,FAIL,11,MID,585,Bentancur,299,Ndiaye,-0.1927,-0.5292,-2.0,0,0,0,0,0,0.4736,mid,39.5912,39.3985
2025-26,FAIL,11,DEF,411,O'Reilly,72,Senesi,0.0708,0.0804,9.0,1,0,1,1,1,0.5808,mid,39.5912,39.6619
2025-26,FAIL,11,DEF,295,Keane,72,Senesi,0.0025,0.0028,13.0,1,0,1,1,1,0.0464,near,39.5912,39.5936
2025-26,FAIL,12,MID,384,Gakpo,119,Mbeumo,0.1904,0.2164,1.0,1,0,1,1,1,0.4276,mid,39.0124,39.2029
2025-26,FAIL,12,MID,452,Amad,119,Mbeumo,-0.0806,-0.0916,1.0,1,0,0,0,1,0.3352,mid,39.0124,38.9318
2025-26,FAIL,12,DEF,348,Rodon,373,Virgil,-0.1827,-0.2508,0.0,1,1,0,0,0,0.1808,near,39.0124,38.8297
2025-26,FAIL,13,FWD,100,Kroupi.Jr,136,Thiago,-0.2557,-0.6972,-12.0,0,0,0,0,0,0.6972,mid,39.6907,39.4349
2025-26,FAIL,14,MID,328,Sessegnon,119,Mbeumo,-0.1412,-0.1604,0.0,1,1,0,0,0,0.6332,mid,38.1768,38.0356
2025-26,FAIL,14,FWD,178,Welbeck,136,Thiago,0.1211,0.1376,0.0,0,1,1,1,0,0.134,near,38.1768,38.2978
2025-26,FAIL,15,MID,235,Palmer,16,Saka,0.0572,0.065,-3.0,0,0,1,1,0,0.0388,near,38.8408,38.8979
2025-26,FAIL,15,MID,22,Merino,16,Saka,-0.1485,-0.1688,-3.0,0,0,0,0,0,0.4856,mid,38.8408,38.6922
2025-26,FAIL,15,MID,22,Merino,82,Semenyo,-0.1376,-0.1564,-2.0,0,0,0,0,0,0.5888,mid,38.8408,38.7031
2025-26,FAIL,15,GKP,470,Dúbravka,565,Vicario,-0.0473,-0.394,-3.0,1,0,0,0,0,0.4008,mid,38.8408,38.7935
2025-26,FAIL,15,DEF,411,O'Reilly,260,Guéhi,0.1158,0.1316,-2.0,1,0,1,1,0,0.338,mid,38.8408,38.9566
2025-26,FAIL,15,DEF,348,Rodon,260,Guéhi,-0.0706,-0.2536,-7.0,1,0,0,0,0,0.2536,mid,38.8408,38.7702
2025-26,FAIL,15,DEF,348,Rodon,684,Thiaw,-0.0241,-0.2008,-1.0,1,0,0,0,0,0.2008,near,38.8408,38.8167
2025-26,FAIL,16,MID,384,Gakpo,119,Mbeumo,0.0327,0.0372,-2.0,0,0,1,1,0,0.3384,mid,39.6264,39.6591
2025-26,FAIL,16,MID,22,Merino,119,Mbeumo,-0.0391,-0.0444,-1.0,0,0,0,0,0,0.5888,mid,39.6264,39.5873
2025-26,FAIL,16,MID,22,Merino,21,Rice,0.0602,0.0684,-1.0,0,0,1,1,0,0.4884,mid,39.6264,39.6866
2025-26,FAIL,16,DEF,606,Mavropanos,295,Keane,0.007,0.0584,0.0,1,1,1,1,0,0.0356,near,39.6264,39.6334
2025-26,FAIL,17,FWD,217,Foster,136,Thiago,-0.1983,-1.2192,-2.0,0,0,0,0,0,1.2956,large,38.2239,38.0256
2025-26,FAIL,17,FWD,217,Foster,691,Calvert-Lewin,-0.1381,-1.1508,-13.0,0,0,0,0,0,1.2272,large,38.2239,38.0858
2025-26,FAIL,17,DEF,411,O'Reilly,260,Guéhi,0.0943,0.1072,5.0,1,0,1,1,1,0.3424,mid,38.2239,38.3183
2025-26,FAIL,17,DEF,348,Rodon,260,Guéhi,-0.2235,-0.33,1.0,1,0,0,0,1,0.33,mid,38.2239,38.0004
2025-26,FAIL,18,DEF,447,Heaven,190,Ekdal,0.0017,0.014,-1.0,1,0,1,1,0,0.0164,near,39.2715,39.2732
2025-26,FAIL,18,DEF,447,Heaven,694,Mukiele,-0.1132,-0.2036,4.0,1,0,0,0,1,0.2036,near,39.2715,39.1583
2025-26,FAIL,18,GKP,470,Dúbravka,670,Roefs,-0.1034,-0.342,8.0,1,0,0,0,1,0.342,mid,39.2715,39.1682
2025-26,FAIL,19,FWD,691,Calvert-Lewin,283,Mateta,-0.2211,-0.2512,-8.0,0,0,0,0,0,0.2028,near,39.2973,39.0762
2025-26,FAIL,19,DEF,190,Ekdal,295,Keane,-0.0219,-0.1828,3.0,0,0,0,0,1,0.0796,near,39.2973,39.2753
2025-26,FAIL,20,DEF,684,Thiaw,291,Tarkowski,0.0317,0.036,15.0,1,0,1,1,1,0.0496,near,38.7756,38.8073
2025-26,FAIL,20,DEF,694,Mukiele,321,J.Cuenca,0.001,0.008,1.0,1,0,1,1,1,0.07,near,38.7756,38.7766
2025-26,FAIL,20,DEF,694,Mukiele,291,Tarkowski,-0.1654,-0.188,2.0,1,0,0,0,1,0.2736,mid,38.7756,38.6102
2025-26,FAIL,20,MID,20,Trossard,417,Cherki,0.0127,0.0144,-3.0,0,0,1,1,0,0.3148,mid,38.7756,38.7883
2025-26,FAIL,20,MID,20,Trossard,16,Saka,-0.0718,-0.0816,-3.0,0,0,0,0,0,0.3924,mid,38.7756,38.7038
2025-26,FAIL,21,MID,485,Gordon,82,Semenyo,0.0576,0.138,-5.0,1,0,1,1,0,0.1928,near,39.9191,39.9767
2025-26,FAIL,22,MID,169,Gomez,449,B.Fernandes,-0.1985,-0.4988,-8.0,1,0,0,0,0,0.7092,mid,38.0095,37.811
2025-26,FAIL,22,MID,169,Gomez,417,Cherki,-0.038,-0.3164,1.0,0,0,0,0,1,0.5948,mid,38.0095,37.9715
2025-26,FAIL,25,MID,487,Barnes,21,Rice,0.3073,0.3492,-3.0,1,0,1,1,0,0.0672,near,40.6659,40.9732
2025-26,FAIL,26,DEF,634,Mosquera,633,H.Bueno,0.0482,0.0548,1.0,1,0,1,1,1,0.076,near,55.3888,55.4371
2025-26,FAIL,28,DEF,706,Justin,343,Struijk,-0.0116,-0.0968,0.0,1,1,0,0,0,0.0968,near,42.5066,42.495
2025-26,FAIL,28,GKP,341,Darlow,628,José Sá,-0.0401,-0.3344,-5.0,1,0,0,0,0,0.3148,mid,42.5066,42.4664
2025-26,FAIL,30,DEF,191,Estève,723,Canvot,-0.089,-0.7416,-5.0,1,0,0,0,0,0.7416,mid,43.8455,43.7565
2025-26,FAIL,30,MID,547,E.Le Fée,517,Anderson,-0.0516,-0.4296,-2.0,0,0,0,0,0,0.4296,mid,43.8455,43.7939
2025-26,FAIL,30,MID,547,E.Le Fée,119,Mbeumo,-0.5866,-1.0376,-2.0,0,0,0,0,0,1.0376,large,43.8455,43.2589
2025-26,FAIL,30,GKP,341,Darlow,502,Sels,-0.079,-0.658,0.0,1,1,0,0,0,0.658,mid,43.8455,43.7665
2025-26,FAIL,31,MID,235,Palmer,457,Casemiro,0.0253,0.0288,1.0,1,0,1,1,1,0.0696,near,41.2687,41.294
2025-26,FAIL,32,DEF,191,Estève,606,Mavropanos,-0.054,-0.4496,-19.0,1,0,0,0,0,0.4496,mid,44.1282,44.0742
2025-26,FAIL,32,DEF,191,Estève,113,Van den Berg,-0.0941,-0.7844,-1.0,1,0,0,0,0,0.7844,large,44.1282,44.034
2025-26,FAIL,32,DEF,706,Justin,606,Mavropanos,-0.088,-0.7336,-20.0,1,0,0,0,0,0.7336,mid,44.1282,44.0401
2025-26,FAIL,32,DEF,706,Justin,113,Van den Berg,-0.1282,-1.0684,-2.0,1,0,0,0,0,1.0684,large,44.1282,44.0
2025-26,FAIL,32,MID,547,E.Le Fée,457,Casemiro,-0.1061,-0.5952,-6.0,1,0,0,0,0,0.5952,mid,44.1282,44.0221
2025-26,FAIL,32,MID,547,E.Le Fée,119,Mbeumo,-0.3303,-0.85,2.0,0,0,0,0,1,0.85,large,44.1282,43.7979
