season,e024_gate,candidate,gw,class,gap_bucket,n_enter,n_exit,n_pos_touched,xi0_ctrl,xi0_cand,xi0_worse_gw,enter_id,enter_name,enter_pos,enter_ctrl_mu,enter_cand_mu,enter_ctrl_p60,enter_mins,enter_pts,exit_id,exit_name,exit_pos,exit_ctrl_mu,exit_mins,exit_pts,abs_d_ctrl,blank_enter,primary_harm,paired
2024-25,PASS,v1_adxg,23,BUDGET_FLEX,near,3,3,3,0,1,1,488,Forster,GKP,3.3936,3.556,0.791,0.0,0.0,469,McCarthy,GKP,3.5076,90.0,2.0,0.114,1,1,1
2024-25,PASS,v1_adxg,25,NEAR_TIE,mid,1,1,1,0,0,0,207,Mateta,FWD,3.8312,4.0468,0.6736,90.0,7.0,401,Isak,FWD,4.3372,89.0,2.0,0.506,0,0,1
2024-25,PASS,v1_adxg,26,BUDGET_FLEX,mid,3,3,3,2,1,0,71,Kluivert,MID,3.8712,4.1648,0.6736,72.0,2.0,99,Mbeumo,MID,4.226,90.0,14.0,0.3548,0,0,1
2024-25,PASS,v1_adxg,26,BUDGET_FLEX,mid,3,3,3,2,1,0,91,Flekken,GKP,3.1936,3.4712,0.791,90.0,7.0,14,Ramsdale,GKP,3.526,90.0,1.0,0.3324,0,0,1
2024-25,PASS,v1_adxg,26,BUDGET_FLEX,near,3,3,3,2,1,0,255,Robinson,DEF,3.008,2.9876,0.7652,90.0,1.0,36,Digne,DEF,2.952,0.0,0.0,0.056,0,0,1
2024-25,PASS,v1_adxg,27,BUDGET_FLEX,mid,3,3,3,1,0,0,110,Wissa,FWD,3.988,4.0736,0.6736,90.0,9.0,401,Isak,FWD,4.6276,0.0,0.0,0.6396,0,0,1
2024-25,PASS,v1_adxg,27,BUDGET_FLEX,near,3,3,3,1,0,0,310,A.Becker,GKP,3.3868,3.6276,0.7915,90.0,6.0,91,Flekken,GKP,3.612,90.0,3.0,0.2252,0,0,1
2024-25,PASS,v1_adxg,27,BUDGET_FLEX,near,3,3,3,1,0,0,350,Gvardiol,DEF,3.184,3.3772,0.7652,90.0,7.0,573,Milenković,DEF,3.3268,90.0,5.0,0.1428,0,0,1
2024-25,PASS,v1_adxg,28,BUDGET_FLEX,near,3,3,3,0,0,0,58,Watkins,FWD,4.2688,4.436,0.7652,90.0,9.0,447,Wood,FWD,4.054,86.0,2.0,0.2148,0,0,1
2024-25,PASS,v1_adxg,28,BUDGET_FLEX,near,3,3,3,0,0,0,210,Mitchell,DEF,3.1596,3.2332,0.7652,71.0,6.0,495,Pedro Porro,DEF,3.2896,86.0,1.0,0.13,0,0,1
2024-25,PASS,v1_adxg,28,BUDGET_FLEX,mid,3,3,3,0,0,0,327,Luis Díaz,MID,3.9176,4.6092,0.6736,90.0,6.0,366,B.Fernandes,MID,4.564,90.0,9.0,0.6464,0,0,1
2024-25,PASS,v1_adxg,29,BUDGET_FLEX,near,3,3,3,2,1,0,70,Kerkez,DEF,2.7788,2.9956,0.7652,90.0,4.0,255,Robinson,DEF,2.8552,90.0,7.0,0.0764,0,0,1
2024-25,PASS,v1_adxg,29,BUDGET_FLEX,,3,3,3,2,1,0,447,Wood,FWD,3.7152,4.012,0.7652,79.0,2.0,,,,,,,,0,0,0
2024-25,PASS,v1_adxg,29,BUDGET_FLEX,near,3,3,3,2,1,0,580,Huijsen,DEF,2.7988,2.9628,0.6736,90.0,1.0,495,Pedro Porro,DEF,2.8164,0.0,0.0,0.0176,0,0,1
2024-25,PASS,v1_adxg,30,BUDGET_FLEX,near,4,4,3,1,1,0,182,Palmer,MID,4.4532,4.4592,0.5775,90.0,6.0,366,B.Fernandes,MID,4.2328,90.0,2.0,0.2204,0,0,1
2024-25,PASS,v1_adxg,30,BUDGET_FLEX,mid,4,4,3,1,1,0,185,Sánchez,GKP,3.2944,3.5496,0.791,90.0,6.0,14,Ramsdale,GKP,3.588,90.0,2.0,0.2936,0,0,1
2024-25,PASS,v1_adxg,30,BUDGET_FLEX,mid,4,4,3,1,1,0,327,Luis Díaz,MID,3.8528,4.4024,0.637,85.0,9.0,99,Mbeumo,MID,4.188,90.0,8.0,0.3352,0,0,1
2024-25,PASS,v1_adxg,30,BUDGET_FLEX,near,4,4,3,1,1,0,335,Robertson,DEF,3.1048,3.5392,0.7652,90.0,7.0,573,Milenković,DEF,3.1864,90.0,6.0,0.0816,0,0,1
2024-25,PASS,v1_adxg,31,BUDGET_FLEX,,2,2,3,0,0,0,207,Mateta,FWD,4.29,4.366,0.7652,67.0,8.0,,,,,,,,0,0,0
2024-25,PASS,v1_adxg,31,BUDGET_FLEX,near,2,2,3,0,0,0,350,Gvardiol,DEF,3.166,3.388,0.7652,90.0,9.0,369,Dalot,DEF,3.174,90.0,5.0,0.008,0,0,1
2024-25,PASS,v1_adxg,32,BUDGET_FLEX,near,2,2,1,0,0,0,163,Cucurella,DEF,3.1628,3.5748,0.7652,90.0,1.0,573,Milenković,DEF,3.2444,90.0,2.0,0.0816,0,0,1
2024-25,PASS,v1_adxg,32,BUDGET_FLEX,near,2,2,1,0,0,0,335,Robertson,DEF,3.218,3.704,0.7652,30.0,-1.0,533,Aït-Nouri,DEF,3.2292,69.0,14.0,0.0112,0,0,1
2024-25,PASS,v1_adxg,33,BUDGET_FLEX,near,4,4,4,0,0,0,9,Martinelli,MID,6.442,7.1864,0.6736,162.0,10.0,54,Rogers,MID,6.3512,166.0,7.0,0.0908,0,0,1
2024-25,PASS,v1_adxg,33,BUDGET_FLEX,mid,4,4,4,0,0,0,47,Martinez,GKP,5.4924,5.468,0.7915,180.0,4.0,15,Raya,GKP,5.8104,180.0,7.0,0.318,0,0,1
2024-25,PASS,v1_adxg,33,BUDGET_FLEX,,4,4,4,0,0,0,207,Mateta,FWD,8.0968,7.9392,0.7652,84.0,10.0,,,,,,,,0,0,0
2024-25,PASS,v1_adxg,33,BUDGET_FLEX,large,4,4,4,0,0,0,361,Rúben,DEF,4.6748,4.9728,0.6736,180.0,9.0,210,Mitchell,DEF,5.8136,180.0,7.0,1.1388,0,0,1
2024-25,PASS,v1_adxg,34,BUDGET_FLEX,near,4,4,4,0,0,0,180,N.Jackson,FWD,4.0904,4.2484,0.7652,90.0,8.0,110,Wissa,FWD,4.2272,90.0,7.0,0.1368,0,0,1
2024-25,PASS,v1_adxg,34,BUDGET_FLEX,near,4,4,4,0,0,0,335,Robertson,DEF,3.1128,3.5212,0.7652,90.0,2.0,573,Milenković,DEF,3.0908,90.0,1.0,0.022,0,0,1
2024-25,PASS,v1_adxg,34,BUDGET_FLEX,mid,4,4,4,0,0,0,402,J.Murphy,MID,4.0684,4.4072,0.7652,66.0,6.0,99,Mbeumo,MID,4.3628,90.0,2.0,0.2944,0,0,1
2024-25,PASS,v1_adxg,34,BUDGET_FLEX,mid,4,4,4,0,0,0,443,Sels,GKP,3.3128,3.5312,0.7915,90.0,1.0,14,Ramsdale,GKP,3.714,90.0,2.0,0.4012,0,0,1
2024-25,PASS,v1_adxg,35,NEAR_TIE,near,1,1,1,0,0,0,311,Alexander-Arnold,DEF,3.2316,3.6272,0.7652,56.0,0.0,210,Mitchell,DEF,3.2752,90.0,5.0,0.0436,0,0,1
2024-25,PASS,v1_adxg,36,BUDGET_FLEX,mid,5,5,4,1,0,0,252,Raúl,FWD,4.1136,4.3048,0.7652,90.0,9.0,617,Evanilson,FWD,4.4968,90.0,2.0,0.3832,0,0,1
2024-25,PASS,v1_adxg,36,BUDGET_FLEX,near,5,5,4,1,0,0,350,Gvardiol,DEF,3.2216,3.8424,0.7927,90.0,6.0,579,Sessegnon,DEF,3.2888,82.0,1.0,0.0672,0,0,1
2024-25,PASS,v1_adxg,36,BUDGET_FLEX,mid,5,5,4,1,0,0,443,Sels,GKP,3.296,3.6244,0.7915,90.0,2.0,14,Ramsdale,GKP,3.5616,90.0,10.0,0.2656,0,0,1
2024-25,PASS,v1_adxg,36,BUDGET_FLEX,,5,5,4,1,0,0,447,Wood,FWD,4.0516,4.5,0.7927,90.0,8.0,,,,,,,,0,0,0
2024-25,PASS,v1_adxg,36,BUDGET_FLEX,mid,5,5,4,1,0,0,573,Milenković,DEF,3.1048,3.5912,0.7927,90.0,1.0,533,Aït-Nouri,DEF,3.5972,90.0,1.0,0.4924,0,0,1
2024-25,PASS,v1_adxg,37,BUDGET_FLEX,mid,2,2,2,1,1,0,207,Mateta,FWD,4.4092,4.4996,0.7927,9.0,1.0,401,Isak,FWD,4.774,0.0,0.0,0.3648,0,0,1
2024-25,PASS,v1_adxg,37,BUDGET_FLEX,near,2,2,2,1,1,0,311,Alexander-Arnold,DEF,3.2556,3.6468,0.7652,0.0,0.0,163,Cucurella,DEF,3.318,90.0,15.0,0.0624,1,0,1
2024-25,PASS,v1_adxg,38,BUDGET_FLEX,near,2,2,2,0,0,0,71,Kluivert,MID,4.1884,4.672,0.7652,90.0,3.0,491,Johnson,MID,4.2708,90.0,2.0,0.0824,0,0,1
2024-25,PASS,v1_adxg,38,BUDGET_FLEX,mid,2,2,2,0,0,0,152,Arrizabalaga,GKP,3.222,3.4812,0.7915,90.0,6.0,14,Ramsdale,GKP,3.516,90.0,3.0,0.294,0,0,1
2025-26,FAIL,v1_adxg,1,BUDGET_FLEX,near,4,4,4,1,0,0,224,Cucurella,DEF,1.8932,1.9648,0.4308,90.0,8.0,225,James,DEF,1.804,78.0,5.0,0.0892,0,0,1
2025-26,FAIL,v1_adxg,1,BUDGET_FLEX,large,4,4,4,1,0,0,384,Gakpo,MID,2.7272,2.9796,0.6759,90.0,7.0,449,B.Fernandes,MID,3.8212,90.0,2.0,1.094,0,0,1
2025-26,FAIL,v1_adxg,1,BUDGET_FLEX,near,4,4,4,1,0,0,565,Vicario,GKP,3.0112,3.1288,0.7915,90.0,9.0,627,Johnstone,GKP,3.0792,0.0,0.0,0.068,0,0,1
2025-26,FAIL,v1_adxg,1,BUDGET_FLEX,mid,4,4,4,1,0,0,596,Solanke,FWD,2.5032,2.6512,0.6759,19.0,1.0,97,Evanilson,FWD,2.1052,90.0,1.0,0.398,0,0,1
2025-26,FAIL,v1_adxg,2,BUDGET_FLEX,near,6,6,3,1,3,1,16,Saka,MID,3.7508,4.5824,0.6759,52.0,6.0,449,B.Fernandes,MID,3.7824,90.0,2.0,0.0316,0,0,1
2025-26,FAIL,v1_adxg,2,BUDGET_FLEX,mid,6,6,3,1,3,1,373,Virgil,DEF,2.2588,2.4684,0.4308,90.0,3.0,291,Tarkowski,DEF,2.51,90.0,8.0,0.2512,0,0,1
2025-26,FAIL,v1_adxg,2,BUDGET_FLEX,near,6,6,3,1,3,1,407,Matheus N.,DEF,2.3644,2.456,0.4308,0.0,0.0,8,J.Timber,DEF,2.4364,63.0,24.0,0.072,1,1,1
2025-26,FAIL,v1_adxg,2,BUDGET_FLEX,near,6,6,3,1,3,1,414,Foden,MID,3.5864,3.7676,0.637,15.0,1.0,120,Schade,MID,3.4972,78.0,3.0,0.0892,0,0,1
2025-26,FAIL,v1_adxg,2,BUDGET_FLEX,near,6,6,3,1,3,1,453,Garnacho,MID,3.3168,3.5308,0.7652,0.0,0.0,83,O.Dango,MID,3.3972,83.0,13.0,0.0804,1,1,1
2025-26,FAIL,v1_adxg,2,BUDGET_FLEX,mid,6,6,3,1,3,1,782,Forster,GKP,3.3524,3.474,0.791,0.0,0.0,674,Ramsdale,GKP,3.6224,0.0,0.0,0.27,1,1,1
2025-26,FAIL,v1_adxg,3,BUDGET_FLEX,near,2,2,2,4,3,0,249,João Pedro,FWD,2.4724,2.6696,0.6759,90.0,9.0,596,Solanke,FWD,2.5944,0.0,0.0,0.122,0,0,1
2025-26,FAIL,v1_adxg,3,BUDGET_FLEX,near,2,2,2,4,3,0,674,Ramsdale,GKP,3.2044,3.4576,0.7915,0.0,0.0,567,Kinsky,GKP,3.4176,0.0,0.0,0.2132,1,0,1
2025-26,FAIL,v1_adxg,4,NEAR_TIE,near,1,1,1,3,3,0,674,Ramsdale,GKP,3.5884,3.6716,0.7915,0.0,0.0,288,Travers,GKP,3.5924,0.0,0.0,0.004,1,0,1
2025-26,FAIL,v1_adxg,5,BUDGET_FLEX,near,4,4,3,1,1,0,226,Chalobah,DEF,2.9232,3.0552,0.6745,90.0,8.0,683,Alderete,DEF,3.0588,90.0,4.0,0.1356,0,0,1
2025-26,FAIL,v1_adxg,5,BUDGET_FLEX,near,4,4,3,1,1,0,235,Palmer,MID,3.3192,3.6324,0.6759,20.0,1.0,81,Kluivert,MID,3.338,27.0,1.0,0.0188,0,0,1
2025-26,FAIL,v1_adxg,5,BUDGET_FLEX,near,4,4,3,1,1,0,317,Andersen,DEF,3.1144,3.0216,0.6745,90.0,4.0,190,Ekdal,DEF,3.0644,90.0,2.0,0.05,0,0,1
2025-26,FAIL,v1_adxg,5,BUDGET_FLEX,mid,4,4,3,1,1,0,499,Isak,FWD,3.5372,4.044,0.518,23.0,1.0,430,Haaland,FWD,4.024,75.0,9.0,0.4868,0,0,1
2025-26,FAIL,v1_adxg,6,BUDGET_FLEX,,1,1,2,1,1,0,499,Isak,FWD,3.4056,3.59,0.6759,83.0,2.0,,,,,,,,0,0,0
2025-26,FAIL,v1_adxg,7,BUDGET_FLEX,near,4,4,3,1,0,0,8,J.Timber,DEF,3.0936,3.4628,0.6759,90.0,11.0,348,Rodon,DEF,3.2772,90.0,1.0,0.1836,0,0,1
2025-26,FAIL,v1_adxg,7,BUDGET_FLEX,mid,4,4,3,1,0,0,119,Mbeumo,MID,3.5744,3.7504,0.6759,76.0,6.0,381,M.Salah,MID,3.9384,90.0,2.0,0.364,0,0,1
2025-26,FAIL,v1_adxg,7,BUDGET_FLEX,near,4,4,3,1,0,0,373,Virgil,DEF,3.4292,3.6024,0.6759,90.0,1.0,683,Alderete,DEF,3.4668,90.0,0.0,0.0376,0,0,1
2025-26,FAIL,v1_adxg,7,BUDGET_FLEX,near,4,4,3,1,0,0,565,Vicario,GKP,3.5208,3.6492,0.7915,90.0,3.0,674,Ramsdale,GKP,3.628,0.0,0.0,0.1072,0,0,1
2025-26,FAIL,v1_adxg,8,BUDGET_FLEX,mid,3,3,2,1,0,0,8,J.Timber,DEF,3.2604,3.4636,0.6759,90.0,6.0,317,Andersen,DEF,3.5196,41.0,1.0,0.2592,0,0,1
2025-26,FAIL,v1_adxg,8,BUDGET_FLEX,near,3,3,2,1,0,0,260,Guéhi,DEF,3.134,3.4144,0.6745,90.0,4.0,190,Ekdal,DEF,3.0896,0.0,0.0,0.0444,0,0,1
2025-26,FAIL,v1_adxg,8,BUDGET_FLEX,mid,3,3,2,1,0,0,387,Szoboszlai,MID,3.24,3.5092,0.6759,90.0,4.0,449,B.Fernandes,MID,3.7392,84.0,8.0,0.4992,0,0,1
2025-26,FAIL,v1_adxg,9,BUDGET_FLEX,near,2,2,2,1,1,0,82,Semenyo,MID,3.5084,3.6612,0.6759,90.0,3.0,119,Mbeumo,MID,3.5972,90.0,15.0,0.0888,0,0,1
2025-26,FAIL,v1_adxg,9,BUDGET_FLEX,near,2,2,2,1,1,0,373,Virgil,DEF,3.252,3.5964,0.6759,90.0,3.0,291,Tarkowski,DEF,3.4212,90.0,1.0,0.1692,0,0,1
2025-26,FAIL,v1_adxg,11,BUDGET_FLEX,mid,2,2,2,0,0,0,237,Enzo,MID,3.2472,3.548,0.6759,82.0,3.0,299,Ndiaye,MID,3.4972,90.0,3.0,0.25,0,0,1
2025-26,FAIL,v1_adxg,11,BUDGET_FLEX,near,2,2,2,0,0,0,257,Lacroix,DEF,3.4216,3.4792,0.6745,90.0,6.0,694,Mukiele,DEF,3.498,90.0,4.0,0.0764,0,0,1
2025-26,FAIL,v1_adxg,12,NEAR_TIE,mid,1,1,1,1,2,1,367,Mamardashvili,GKP,3.234,3.4576,0.791,0.0,0.0,470,Dúbravka,GKP,3.5096,90.0,2.0,0.2756,1,1,1
2025-26,FAIL,v1_adxg,13,BUDGET_FLEX,mid,3,3,3,1,0,0,16,Saka,MID,3.7004,4.0384,0.6759,90.0,5.0,235,Palmer,MID,3.9928,0.0,0.0,0.2924,0,0,1
2025-26,FAIL,v1_adxg,13,BUDGET_FLEX,mid,3,3,3,1,0,0,260,Guéhi,DEF,3.1768,3.4732,0.6745,90.0,0.0,295,Keane,DEF,3.4968,90.0,2.0,0.32,0,0,1
2025-26,FAIL,v1_adxg,13,BUDGET_FLEX,mid,3,3,3,1,0,0,565,Vicario,GKP,3.4104,3.4596,0.7915,90.0,1.0,600,Areola,GKP,3.6836,90.0,2.0,0.2732,0,0,1
2025-26,FAIL,v1_adxg,14,BUDGET_FLEX,,3,3,3,0,0,0,266,Eze,MID,3.4932,3.868,0.6759,29.0,1.0,,,,,,,,0,0,0
2025-26,FAIL,v1_adxg,14,BUDGET_FLEX,near,3,3,3,0,0,0,283,Mateta,FWD,3.3896,3.64,0.6759,63.0,2.0,136,Thiago,FWD,3.3156,30.0,1.0,0.074,0,0,1
2025-26,FAIL,v1_adxg,14,BUDGET_FLEX,near,3,3,3,0,0,0,374,Konaté,DEF,3.2984,3.4688,0.6745,90.0,4.0,531,Ballard,DEF,3.3244,90.0,4.0,0.026,0,0,1
2025-26,FAIL,v1_adxg,15,BUDGET_FLEX,near,4,4,4,1,1,0,16,Saka,MID,3.552,3.944,0.6759,78.0,4.0,414,Foden,MID,3.5408,68.0,12.0,0.0112,0,0,1
2025-26,FAIL,v1_adxg,15,BUDGET_FLEX,near,4,4,4,1,1,0,260,Guéhi,DEF,3.4244,3.6948,0.6745,90.0,8.0,531,Ballard,DEF,3.4496,90.0,1.0,0.0252,0,0,1
2025-26,FAIL,v1_adxg,15,BUDGET_FLEX,near,4,4,4,1,1,0,565,Vicario,GKP,3.4024,3.5052,0.7915,90.0,6.0,287,Pickford,GKP,3.5168,90.0,6.0,0.1144,0,0,1
2025-26,FAIL,v1_adxg,15,BUDGET_FLEX,,4,4,4,1,1,0,684,Thiaw,DEF,3.3716,3.4456,0.6745,90.0,2.0,,,,,,,,0,0,0
2025-26,FAIL,v1_adxg,16,BUDGET_FLEX,near,2,2,2,0,0,0,22,Merino,MID,3.2032,3.6188,0.6759,32.0,1.0,517,Anderson,MID,3.3584,90.0,3.0,0.1552,0,0,1
2025-26,FAIL,v1_adxg,16,BUDGET_FLEX,near,2,2,2,0,0,0,373,Virgil,DEF,3.3724,3.5512,0.6759,90.0,6.0,694,Mukiele,DEF,3.4276,90.0,8.0,0.0552,0,0,1
2025-26,FAIL,v1_adxg,17,BUDGET_FLEX,mid,5,5,4,0,0,0,21,Rice,MID,3.4084,3.6024,0.6759,90.0,11.0,414,Foden,MID,3.8236,90.0,3.0,0.4152,0,0,1
2025-26,FAIL,v1_adxg,17,BUDGET_FLEX,near,5,5,4,0,0,0,260,Guéhi,DEF,3.398,3.7988,0.6745,90.0,1.0,684,Thiaw,DEF,3.3572,90.0,1.0,0.0408,0,0,1
2025-26,FAIL,v1_adxg,17,BUDGET_FLEX,near,5,5,4,0,0,0,283,Mateta,FWD,3.3564,3.4844,0.6759,76.0,2.0,691,Calvert-Lewin,FWD,3.3132,86.0,13.0,0.0432,0,0,1
2025-26,FAIL,v1_adxg,17,BUDGET_FLEX,near,5,5,4,0,0,0,531,Ballard,DEF,3.2844,3.2664,0.6745,90.0,9.0,295,Keane,DEF,3.512,90.0,4.0,0.2276,0,0,1
2025-26,FAIL,v1_adxg,17,BUDGET_FLEX,near,5,5,4,0,0,0,565,Vicario,GKP,3.2516,3.21,0.7915,90.0,1.0,287,Pickford,GKP,3.3476,90.0,2.0,0.096,0,0,1
2025-26,FAIL,v1_adxg,18,BUDGET_FLEX,mid,2,2,3,3,3,0,82,Semenyo,MID,3.3764,3.682,0.6759,90.0,9.0,450,Cunha,MID,3.6716,90.0,2.0,0.2952,0,0,1
2025-26,FAIL,v1_adxg,18,BUDGET_FLEX,,2,2,3,3,3,0,373,Virgil,DEF,3.3596,3.6844,0.6736,90.0,2.0,,,,,,,,0,0,0
2025-26,FAIL,v1_adxg,19,BUDGET_FLEX,near,2,2,2,1,1,0,257,Lacroix,DEF,3.3156,3.3804,0.6736,90.0,2.0,683,Alderete,DEF,3.3316,90.0,8.0,0.016,0,0,1
2025-26,FAIL,v1_adxg,19,BUDGET_FLEX,near,2,2,2,1,1,0,600,Areola,GKP,3.434,3.3624,0.791,90.0,2.0,670,Roefs,GKP,3.5008,90.0,7.0,0.0668,0,0,1
2025-26,FAIL,v1_adxg,20,BUDGET_FLEX,near,5,5,4,0,0,0,20,Trossard,MID,3.4064,3.6624,0.6759,23.0,1.0,237,Enzo,MID,3.4428,90.0,11.0,0.0364,0,0,1
2025-26,FAIL,v1_adxg,20,BUDGET_FLEX,,5,5,4,0,0,0,64,Watkins,FWD,3.3468,3.4956,0.6759,82.0,7.0,,,,,,,,0,0,0
2025-26,FAIL,v1_adxg,20,BUDGET_FLEX,near,5,5,4,0,0,0,260,Guéhi,DEF,3.3728,3.6592,0.6736,90.0,2.0,291,Tarkowski,DEF,3.3276,90.0,2.0,0.0452,0,0,1
2025-26,FAIL,v1_adxg,20,BUDGET_FLEX,near,5,5,4,0,0,0,565,Vicario,GKP,3.2452,3.3248,0.7915,90.0,2.0,287,Pickford,GKP,3.3568,90.0,1.0,0.1116,0,0,1
2025-26,FAIL,v1_adxg,20,BUDGET_FLEX,near,5,5,4,0,0,0,684,Thiaw,DEF,3.278,3.2604,0.6745,90.0,17.0,317,Andersen,DEF,3.5068,90.0,3.0,0.2288,0,0,1
2025-26,FAIL,v1_adxg,22,BUDGET_FLEX,near,4,4,2,0,0,0,21,Rice,MID,3.6032,3.9712,0.6736,90.0,3.0,450,Cunha,MID,3.6908,19.0,4.0,0.0876,0,0,1
2025-26,FAIL,v1_adxg,22,BUDGET_FLEX,near,4,4,2,0,0,0,72,Senesi,DEF,3.4088,3.4516,0.6736,90.0,3.0,683,Alderete,DEF,3.4396,90.0,1.0,0.0308,0,0,1
2025-26,FAIL,v1_adxg,22,BUDGET_FLEX,near,4,4,2,0,0,0,382,Wirtz,MID,3.5428,3.8524,0.6759,90.0,10.0,449,B.Fernandes,MID,3.7492,90.0,10.0,0.2064,0,0,1
2025-26,FAIL,v1_adxg,22,BUDGET_FLEX,near,4,4,2,0,0,0,417,Cherki,MID,3.6348,3.7776,0.6759,45.0,1.0,457,Casemiro,MID,3.6812,80.0,3.0,0.0464,0,0,1
2025-26,FAIL,v1_adxg,23,BUDGET_FLEX,near,2,2,2,0,0,0,82,Semenyo,MID,3.4956,3.872,0.6736,90.0,8.0,487,Barnes,MID,3.6188,90.0,2.0,0.1232,0,0,1
2025-26,FAIL,v1_adxg,23,BUDGET_FLEX,,2,2,2,0,0,0,260,Guéhi,DEF,3.3604,3.7488,0.6736,90.0,6.0,,,,,,,,0,0,0
2025-26,FAIL,v1_adxg,24,BUDGET_FLEX,near,3,3,3,0,0,0,5,Gabriel,DEF,3.4368,3.7744,0.6759,90.0,8.0,291,Tarkowski,DEF,3.5556,90.0,2.0,0.1188,0,0,1
2025-26,FAIL,v1_adxg,24,BUDGET_FLEX,near,3,3,3,0,0,0,21,Rice,MID,3.5184,3.778,0.6736,90.0,3.0,517,Anderson,MID,3.6476,90.0,7.0,0.1292,0,0,1
2025-26,FAIL,v1_adxg,24,BUDGET_FLEX,near,3,3,3,0,0,0,136,Thiago,FWD,3.6176,3.6812,0.6736,90.0,2.0,691,Calvert-Lewin,FWD,3.7336,84.0,2.0,0.116,0,0,1
2025-26,FAIL,v1_adxg,25,BUDGET_FLEX,mid,2,2,2,0,0,0,8,J.Timber,DEF,3.4508,3.9028,0.6736,90.0,6.0,317,Andersen,DEF,3.8856,90.0,1.0,0.4348,0,0,1
2025-26,FAIL,v1_adxg,25,BUDGET_FLEX,near,2,2,2,0,0,0,487,Barnes,MID,3.718,3.7904,0.6759,90.0,2.0,382,Wirtz,MID,3.9148,90.0,2.0,0.1968,0,0,1
2025-26,FAIL,v1_adxg,26,BUDGET_FLEX,mid,4,4,3,0,0,0,8,J.Timber,DEF,5.7788,6.53,0.6736,180.0,3.0,633,H.Bueno,DEF,5.3176,149.0,8.0,0.4612,0,0,1
2025-26,FAIL,v1_adxg,26,BUDGET_FLEX,,4,4,3,0,0,0,82,Semenyo,MID,3.9256,4.3488,0.7652,90.0,14.0,,,,,,,,0,0,0
2025-26,FAIL,v1_adxg,26,BUDGET_FLEX,near,4,4,3,0,0,0,260,Guéhi,DEF,3.8732,4.136,0.7652,90.0,7.0,72,Senesi,DEF,3.9584,90.0,2.0,0.0852,0,0,1
2025-26,FAIL,v1_adxg,26,BUDGET_FLEX,mid,4,4,3,0,0,0,749,Mané,FWD,4.966,4.8596,0.6745,180.0,4.0,136,Thiago,FWD,4.2252,90.0,2.0,0.7408,0,0,1
2025-26,FAIL,v1_adxg,27,BUDGET_FLEX,near,3,3,3,1,0,0,32,Martinez,GKP,3.3404,3.3876,0.7915,90.0,3.0,600,Areola,GKP,3.344,0.0,0.0,0.0036,0,0,1
2025-26,FAIL,v1_adxg,27,BUDGET_FLEX,near,3,3,3,1,0,0,72,Senesi,DEF,3.7556,3.8688,0.7652,90.0,5.0,106,Collins,DEF,3.8336,45.0,1.0,0.078,0,0,1
2025-26,FAIL,v1_adxg,27,BUDGET_FLEX,,3,3,3,1,0,0,267,Sarr,MID,3.54,4.0152,0.6759,90.0,2.0,,,,,,,,0,0,0
2025-26,FAIL,v1_adxg,28,BUDGET_FLEX,mid,2,2,2,1,1,0,82,Semenyo,MID,3.744,4.032,0.7652,90.0,8.0,237,Enzo,MID,4.11,85.0,1.0,0.366,0,0,1
2025-26,FAIL,v1_adxg,28,BUDGET_FLEX,mid,2,2,2,1,1,0,366,A.Becker,GKP,3.0304,3.2584,0.7915,90.0,2.0,470,Dúbravka,GKP,3.4368,90.0,0.0,0.4064,0,0,1
2025-26,FAIL,v1_adxg,29,BUDGET_FLEX,,2,2,3,0,0,0,16,Saka,MID,3.936,4.266,0.6736,90.0,9.0,,,,,,,,0,0,0
2025-26,FAIL,v1_adxg,29,BUDGET_FLEX,,2,2,3,0,0,0,260,Guéhi,DEF,3.7552,4.144,0.7652,90.0,1.0,,,,,,,,0,0,0
2025-26,FAIL,v1_adxg,30,BUDGET_FLEX,near,4,4,3,0,1,1,21,Rice,MID,4.2432,4.5856,0.7652,90.0,3.0,457,Casemiro,MID,4.3204,90.0,6.0,0.0772,0,0,1
2025-26,FAIL,v1_adxg,30,BUDGET_FLEX,near,4,4,3,0,1,1,72,Senesi,DEF,3.7744,4.1212,0.7652,90.0,10.0,531,Ballard,DEF,3.9992,63.0,4.0,0.2248,0,0,1
2025-26,FAIL,v1_adxg,30,BUDGET_FLEX,mid,4,4,3,0,1,1,120,Schade,MID,4.086,4.5152,0.7652,67.0,2.0,119,Mbeumo,MID,4.4888,74.0,2.0,0.4028,0,0,1
2025-26,FAIL,v1_adxg,30,BUDGET_FLEX,near,4,4,3,0,1,1,367,Mamardashvili,GKP,3.2192,3.4216,0.791,0.0,0.0,470,Dúbravka,GKP,3.4312,90.0,6.0,0.212,1,1,1
2025-26,FAIL,v1_adxg,31,NEAR_TIE,near,1,1,1,0,0,0,329,Wilson,MID,3.7588,3.9144,0.7652,86.0,9.0,299,Ndiaye,MID,3.9448,88.0,10.0,0.186,0,0,1
2025-26,FAIL,v1_adxg,32,BUDGET_FLEX,mid,4,4,3,0,0,0,21,Rice,MID,4.1548,4.4396,0.7652,90.0,4.0,235,Palmer,MID,4.512,90.0,4.0,0.3572,0,0,1
2025-26,FAIL,v1_adxg,32,BUDGET_FLEX,near,4,4,3,0,0,0,120,Schade,MID,4.068,4.1152,0.7652,90.0,5.0,517,Anderson,MID,4.0044,90.0,4.0,0.0636,0,0,1
