season,gw,team_id,short_name,sh0,sa0,sh1,sa1,replaced
2023-24,27,10,FUL,1055,1175,1095,1100,1
2023-24,27,11,LIV,1240,1370,1220,1355,1
2023-24,27,12,LUT,1055,1090,1065,1080,1
2023-24,27,13,MCI,1355,1365,1350,1355,1
2023-24,27,14,MUN,1125,1220,1130,1220,1
2023-24,27,15,NEW,1105,1280,1130,1290,1
2023-24,27,17,SHU,1030,1040,1045,1060,1
2023-24,27,18,TOT,1170,1230,1150,1190,1
2023-24,27,19,WHU,1100,1145,1095,1130,1
2023-24,27,20,WOL,1100,1100,1095,1100,1
