season,gw,movement,player_id,web_name,position,ctrl_p_start,ctrl_mu,treat_mu,mu_delta,had_club_prior,actual_minutes,blank,actual_points
2025-26,15,entered,411,O'Reilly,DEF,0.72,3.0864,3.556,0.4696,1,90.0,0,6
2025-26,15,entered,22,Merino,MID,0.72,3.0664,3.4988,0.4324,1,45.0,0,1
2025-26,16,left,21,Rice,MID,0.72,3.6916,3.6792,-0.0124,1,90.0,0,2
2025-26,16,left,119,Mbeumo,MID,0.72,3.792,3.792,0.0,0,90.0,0,2
2025-26,16,entered,384,Gakpo,MID,0.72,3.4536,3.8292,0.3756,1,0.0,1,0
2025-26,16,entered,283,Mateta,FWD,0.72,3.59,3.8108,0.2208,1,62.0,0,2
2025-26,17,left,136,Thiago,FWD,0.72,3.3816,3.3816,0.0,0,90.0,0,2
2025-26,17,left,16,Saka,MID,0.72,3.7044,3.8596,0.1552,1,90.0,0,3
2025-26,17,left,260,Guéhi,DEF,0.72,3.398,3.398,0.0,0,90.0,0,1
2025-26,17,entered,473,Hall,DEF,0.72,3.264,3.3972,0.1332,1,90.0,0,2
2025-26,17,entered,283,Mateta,FWD,0.72,3.3564,3.5456,0.1892,1,76.0,0,2
2025-26,17,entered,413,Marmoush,MID,0.72,3.1976,3.8136,0.616,1,0.0,1,0
2025-26,18,left,136,Thiago,FWD,0.72,3.532,3.532,0.0,0,90.0,0,5
2025-26,18,left,670,Roefs,GKP,0.85,3.5288,3.5288,0.0,0,90.0,0,3
2025-26,18,left,694,Mukiele,DEF,0.72,3.2056,3.2056,0.0,0,90.0,0,4
2025-26,18,entered,600,Areola,GKP,0.85,3.4228,3.4468,0.024,1,90.0,0,3
2025-26,18,entered,283,Mateta,FWD,0.68,3.5356,3.6332,0.0976,1,90.0,0,2
2025-26,18,entered,606,Mavropanos,DEF,0.72,3.2312,3.3204,0.0892,1,0.0,1,0
2025-26,19,left,283,Mateta,FWD,0.72,3.626,3.6744,0.0484,1,90.0,0,9
2025-26,19,entered,120,Schade,MID,0.72,3.45,3.704,0.254,1,79.0,0,3
2025-26,20,left,16,Saka,MID,0.72,3.7988,3.8172,0.0184,1,23.0,0,4
2025-26,20,left,417,Cherki,MID,0.72,3.7212,3.7212,0.0,0,90.0,0,4
2025-26,20,left,291,Tarkowski,DEF,0.72,3.3276,3.242,-0.0856,1,90.0,0,2
2025-26,20,entered,684,Thiaw,DEF,0.72,3.278,3.278,0.0,0,90.0,0,17
2025-26,20,entered,20,Trossard,MID,0.72,3.4064,3.7356,0.3292,1,23.0,0,1
2025-26,20,entered,413,Marmoush,MID,0.72,3.2188,3.8724,0.6536,1,0.0,1,0
2025-26,21,left,136,Thiago,FWD,0.72,3.824,3.824,0.0,0,81.0,0,12
2025-26,21,left,82,Semenyo,MID,0.72,3.74,3.74,0.0,0,90.0,0,6
2025-26,21,entered,283,Mateta,FWD,0.72,3.6968,3.862,0.1652,1,90.0,0,2
2025-26,21,entered,485,Gordon,MID,0.72,3.5472,3.878,0.3308,1,80.0,0,1
2025-26,22,left,449,B.Fernandes,MID,0.55,3.7492,3.8512,0.102,1,90.0,0,10
2025-26,22,entered,235,Palmer,MID,0.72,3.5392,4.2,0.6608,1,90.0,0,9
2025-26,23,left,600,Areola,GKP,0.85,3.508,3.39,-0.118,1,90.0,0,2
2025-26,23,entered,470,Dúbravka,GKP,0.85,3.4744,3.4744,0.0,0,90.0,0,5
2025-26,25,left,21,Rice,MID,0.72,3.7852,3.7852,0.0,1,90.0,0,5
2025-26,25,entered,487,Barnes,MID,0.72,3.718,4.1344,0.4164,1,90.0,0,2
2025-26,26,left,633,H.Bueno,DEF,0.72,5.3176,5.3112,-0.0064,1,149.0,0,8
2025-26,26,entered,634,Mosquera,DEF,0.72,5.2416,5.366,0.1244,1,180.0,0,9
2025-26,28,left,16,Saka,MID,0.68,4.1412,4.1572,0.016,1,90.0,0,2
2025-26,28,entered,235,Palmer,MID,0.72,4.0336,4.2432,0.2096,1,85.0,0,1
2025-26,30,left,119,Mbeumo,MID,0.82,4.4888,4.4888,0.0,0,74.0,0,2
2025-26,30,entered,235,Palmer,MID,0.72,4.4652,4.7384,0.2732,1,90.0,0,2
2025-26,31,left,457,Casemiro,MID,0.82,3.93,3.93,0.0,1,81.0,0,1
2025-26,31,entered,235,Palmer,MID,0.72,3.8604,3.9588,0.0984,1,90.0,0,2
2025-26,32,left,457,Casemiro,MID,0.82,4.05,4.05,0.0,1,90.0,0,9
2025-26,32,left,119,Mbeumo,MID,0.82,4.3048,4.3048,0.0,0,20.0,0,1
2025-26,32,entered,235,Palmer,MID,0.72,4.512,4.6592,0.1472,1,90.0,0,4
2025-26,32,entered,517,Anderson,MID,0.85,4.0044,4.0044,0.0,1,90.0,0,4
