season,e024_gate,gw,treatment_source,enter_id,enter_name,enter_pos,left_id,left_name,left_pos,ctrl_margin,abs_ctrl_margin,gap_bucket,treat_lift,ctrl_mu_enter,ctrl_mu_left,treat_mu_enter,enter_sigma,enter_p10,enter_p_start,enter_price,enter_recent4,enter_mins,left_mins,enter_pts,left_pts,dpts,both60,outcome
2025-26,FAIL,1,rates_v2b_packaged,505,Milenković,DEF,224,Cucurella,DEF,-0.1808,0.1808,near,0.1684,1.7124,1.8932,1.8808,2.303,0.008,0.45,55,0,90.0,90.0,2.0,8.0,-6.0,1,bad
2025-26,FAIL,1,rates_v2b_packaged,596,Solanke,FWD,691,Calvert-Lewin,FWD,0.7124,0.7124,mid,0.5548,2.5032,1.7908,3.058,2.3835,0.0196,0.72,75,0,19.0,0.0,1.0,0.0,1.0,0,not_both60
2025-26,FAIL,2,rates_v2b_packaged,288,Travers,GKP,674,Ramsdale,GKP,-0.1312,0.1312,near,0.0,3.4912,3.6224,3.4912,2.436,0.004,0.85,45,0,0.0,0.0,0.0,0.0,0.0,0,not_both60
2025-26,FAIL,2,rates_v2b_packaged,120,Schade,MID,17,Ødegaard,MID,-0.3328,0.3328,mid,0.5408,3.4972,3.83,4.038,2.8607,0.0372,0.72,70,45,78.0,37.0,3.0,1.0,2.0,0,not_both60
2025-26,FAIL,2,rates_v2b_packaged,120,Schade,MID,415,Savinho,MID,-0.2076,0.2076,near,0.5408,3.4972,3.7048,4.038,2.8607,0.0372,0.72,70,45,78.0,0.0,3.0,0.0,3.0,0,not_both60
2025-26,FAIL,2,rates_v2b_packaged,485,Gordon,MID,17,Ødegaard,MID,-0.5752,0.5752,mid,0.7312,3.2548,3.83,3.986,3.2746,0.0552,0.72,75,90,47.0,37.0,-2.0,1.0,-3.0,0,not_both60
2025-26,FAIL,2,rates_v2b_packaged,485,Gordon,MID,415,Savinho,MID,-0.45,0.45,mid,0.7312,3.2548,3.7048,3.986,3.2746,0.0552,0.72,75,90,47.0,0.0,-2.0,0.0,-2.0,0,not_both60
2025-26,FAIL,3,rates_v2b_packaged,235,Palmer,MID,381,M.Salah,MID,-0.9452,0.9452,large,1.0684,3.856,4.8012,4.9244,3.7775,0.0944,0.72,104,90,0.0,90.0,0.0,3.0,-3.0,0,not_both60
2025-26,FAIL,4,rates_v2b_packaged,235,Palmer,MID,453,Garnacho,MID,0.0596,0.0596,near,0.7576,3.3356,3.276,4.0932,3.34,0.0584,0.72,104,90,34.0,11.0,7.0,1.0,6.0,0,not_both60
2025-26,FAIL,5,rates_v2b_packaged,226,Chalobah,DEF,191,Estève,DEF,0.0352,0.0352,near,0.182,2.9232,2.888,3.1052,2.6441,0.0168,0.72,51,338,90.0,90.0,8.0,4.0,4.0,1,good
2025-26,FAIL,5,rates_v2b_packaged,235,Palmer,MID,81,Kluivert,MID,-0.0188,0.0188,near,0.836,3.3192,3.338,4.1552,3.2535,0.0532,0.72,104,124,20.0,27.0,1.0,1.0,0.0,0,not_both60
2025-26,FAIL,5,rates_v2b_packaged,235,Palmer,MID,241,Caicedo,MID,0.1584,0.1584,near,0.836,3.3192,3.1608,4.1552,3.2535,0.0532,0.72,104,124,20.0,90.0,1.0,4.0,-3.0,0,not_both60
2025-26,FAIL,5,rates_v2b_packaged,86,Brooks,MID,81,Kluivert,MID,-0.9904,0.9904,large,1.1912,2.3476,3.338,3.5388,2.0565,0.0068,0.72,50,278,62.0,27.0,3.0,1.0,2.0,0,not_both60
2025-26,FAIL,5,rates_v2b_packaged,86,Brooks,MID,241,Caicedo,MID,-0.8132,0.8132,large,1.1912,2.3476,3.1608,3.5388,2.0565,0.0068,0.72,50,278,62.0,90.0,3.0,4.0,-1.0,1,bad
2025-26,FAIL,5,rates_v2b_packaged,499,Isak,FWD,430,Haaland,FWD,-0.4868,0.4868,mid,0.0,3.5372,4.024,3.5372,4.0649,0.1032,0.55,105,0,23.0,75.0,1.0,9.0,-8.0,0,not_both60
2025-26,FAIL,6,rates_v2b_packaged,414,Foden,MID,82,Semenyo,MID,-0.2548,0.2548,mid,0.448,3.5676,3.8224,4.0156,3.0127,0.0436,0.72,81,172,90.0,90.0,1.0,7.0,-6.0,1,bad
2025-26,FAIL,7,rates_v2b_packaged,81,Kluivert,MID,241,Caicedo,MID,-0.4216,0.4216,mid,0.5504,3.182,3.6036,3.7324,3.2176,0.0512,0.72,70,118,29.0,90.0,7.0,10.0,-3.0,0,not_both60
2025-26,FAIL,7,rates_v2b_packaged,81,Kluivert,MID,119,Mbeumo,MID,-0.3924,0.3924,mid,0.5504,3.182,3.5744,3.7324,3.2176,0.0512,0.72,70,118,29.0,76.0,7.0,6.0,1.0,0,not_both60
2025-26,FAIL,7,rates_v2b_packaged,237,Enzo,MID,241,Caicedo,MID,-0.3564,0.3564,mid,0.274,3.2472,3.6036,3.5212,3.1597,0.042,0.72,67,360,90.0,90.0,2.0,10.0,-8.0,1,bad
2025-26,FAIL,7,rates_v2b_packaged,237,Enzo,MID,119,Mbeumo,MID,-0.3272,0.3272,mid,0.274,3.2472,3.5744,3.5212,3.1597,0.042,0.72,67,360,90.0,76.0,2.0,6.0,-4.0,1,bad
2025-26,FAIL,7,rates_v2b_packaged,295,Keane,DEF,348,Rodon,DEF,-0.0056,0.0056,near,0.2528,3.2716,3.2772,3.5244,2.914,0.0228,0.72,45,360,64.0,90.0,4.0,1.0,3.0,1,good
2025-26,FAIL,8,rates_v2b_packaged,384,Gakpo,MID,449,B.Fernandes,MID,-0.5584,0.5584,mid,0.5776,3.1808,3.7392,3.7584,2.8602,0.032,0.72,75,285,90.0,84.0,7.0,8.0,-1.0,1,bad
2025-26,FAIL,8,rates_v2b_packaged,328,Sessegnon,MID,449,B.Fernandes,MID,-0.8408,0.8408,large,0.7736,2.8984,3.7392,3.672,2.3811,0.0124,0.72,54,349,90.0,84.0,2.0,8.0,-6.0,1,bad
2025-26,FAIL,8,rates_v2b_packaged,411,O'Reilly,DEF,257,Lacroix,DEF,-0.6004,0.6004,mid,0.836,2.6316,3.232,3.4676,2.6238,0.0108,0.72,49,348,84.0,90.0,11.0,1.0,10.0,1,good
2025-26,FAIL,8,rates_v2b_packaged,411,O'Reilly,DEF,190,Ekdal,DEF,-0.458,0.458,mid,0.836,2.6316,3.0896,3.4676,2.6238,0.0108,0.72,49,348,84.0,0.0,11.0,0.0,11.0,0,not_both60
2025-26,FAIL,8,rates_v2b_packaged,565,Vicario,GKP,670,Roefs,GKP,0.1244,0.1244,near,-0.0104,3.8304,3.706,3.82,2.5218,0.0092,0.85,51,360,90.0,90.0,1.0,7.0,-6.0,1,bad
2025-26,FAIL,10,rates_v2b_packaged,384,Gakpo,MID,119,Mbeumo,MID,-0.1804,0.1804,near,0.502,3.4136,3.594,3.9156,3.1714,0.0528,0.72,76,285,90.0,90.0,3.0,2.0,1.0,1,good
2025-26,FAIL,10,rates_v2b_packaged,267,Sarr,MID,119,Mbeumo,MID,-0.0776,0.0776,near,0.8568,3.5164,3.594,4.3732,3.1551,0.0452,0.72,66,342,90.0,90.0,3.0,2.0,1.0,1,good
2025-26,FAIL,10,rates_v2b_packaged,411,O'Reilly,DEF,257,Lacroix,DEF,-0.5892,0.5892,mid,0.8552,2.9036,3.4928,3.7588,2.8124,0.0172,0.72,49,285,90.0,90.0,8.0,8.0,0.0,1,tie
2025-26,FAIL,10,rates_v2b_packaged,411,O'Reilly,DEF,5,Gabriel,DEF,-0.6956,0.6956,mid,0.8552,2.9036,3.5992,3.7588,2.8124,0.0172,0.72,49,285,90.0,90.0,8.0,12.0,-4.0,1,bad
2025-26,FAIL,11,rates_v2b_packaged,257,Lacroix,DEF,72,Senesi,DEF,-0.0376,0.0376,near,0.2276,3.4216,3.4592,3.6492,2.9074,0.0196,0.72,50,360,90.0,90.0,6.0,2.0,4.0,1,good
2025-26,FAIL,11,rates_v2b_packaged,257,Lacroix,DEF,694,Mukiele,DEF,-0.0764,0.0764,near,0.2276,3.4216,3.498,3.6492,2.9074,0.0196,0.72,50,360,90.0,90.0,6.0,4.0,2.0,1,good
2025-26,FAIL,11,rates_v2b_packaged,411,O'Reilly,DEF,72,Senesi,DEF,-0.5808,0.5808,mid,0.7304,2.8784,3.4592,3.6088,2.8554,0.0236,0.72,49,293,90.0,90.0,11.0,2.0,9.0,1,good
2025-26,FAIL,11,rates_v2b_packaged,411,O'Reilly,DEF,694,Mukiele,DEF,-0.6196,0.6196,mid,0.7304,2.8784,3.498,3.6088,2.8554,0.0236,0.72,49,293,90.0,90.0,11.0,4.0,7.0,1,good
2025-26,FAIL,11,rates_v2b_packaged,295,Keane,DEF,72,Senesi,DEF,-0.0464,0.0464,near,0.1184,3.4128,3.4592,3.5312,3.0223,0.0292,0.72,45,334,90.0,90.0,15.0,2.0,13.0,1,good
2025-26,FAIL,11,rates_v2b_packaged,295,Keane,DEF,694,Mukiele,DEF,-0.0852,0.0852,near,0.1184,3.4128,3.498,3.5312,3.0223,0.0292,0.72,45,334,90.0,90.0,15.0,4.0,11.0,1,good
2025-26,FAIL,11,rates_v2b_packaged,267,Sarr,MID,241,Caicedo,MID,-0.2336,0.2336,near,0.606,3.4452,3.6788,4.0512,3.2534,0.0488,0.72,67,358,90.0,90.0,3.0,2.0,1.0,1,good
2025-26,FAIL,11,rates_v2b_packaged,267,Sarr,MID,299,Ndiaye,MID,-0.052,0.052,near,0.606,3.4452,3.4972,4.0512,3.2534,0.0488,0.72,67,358,90.0,90.0,3.0,3.0,0.0,1,tie
2025-26,FAIL,12,rates_v2b_packaged,384,Gakpo,MID,241,Caicedo,MID,-0.1232,0.1232,near,0.644,3.3768,3.5,4.0208,3.1912,0.0492,0.72,75,274,90.0,0.0,2.0,0.0,2.0,0,not_both60
2025-26,FAIL,12,rates_v2b_packaged,384,Gakpo,MID,119,Mbeumo,MID,-0.4276,0.4276,mid,0.644,3.3768,3.8044,4.0208,3.1912,0.0492,0.72,75,274,90.0,90.0,2.0,1.0,1.0,1,good
2025-26,FAIL,12,rates_v2b_packaged,452,Amad,MID,241,Caicedo,MID,-0.0308,0.0308,near,0.2436,3.4692,3.5,3.7128,3.0203,0.0432,0.72,63,307,90.0,0.0,2.0,0.0,2.0,0,not_both60
2025-26,FAIL,12,rates_v2b_packaged,452,Amad,MID,119,Mbeumo,MID,-0.3352,0.3352,mid,0.2436,3.4692,3.8044,3.7128,3.0203,0.0432,0.72,63,307,90.0,90.0,2.0,1.0,1.0,1,good
2025-26,FAIL,14,rates_v2b_packaged,178,Welbeck,FWD,136,Thiago,FWD,-0.134,0.134,near,0.2716,3.1816,3.3156,3.4532,2.9041,0.0396,0.72,66,319,23.0,30.0,1.0,1.0,0.0,0,not_both60
2025-26,FAIL,14,rates_v2b_packaged,283,Mateta,FWD,136,Thiago,FWD,0.074,0.074,near,0.16,3.3896,3.3156,3.5496,3.1775,0.0612,0.72,81,328,63.0,30.0,2.0,1.0,1.0,0,not_both60
2025-26,FAIL,15,rates_v2b_packaged,414,Foden,MID,16,Saka,MID,-0.0112,0.0112,near,0.2224,3.5408,3.552,3.7632,3.3142,0.0588,0.72,84,356,68.0,78.0,12.0,4.0,8.0,1,good
2025-26,FAIL,15,rates_v2b_packaged,414,Foden,MID,82,Semenyo,MID,-0.1144,0.1144,near,0.2224,3.5408,3.6552,3.7632,3.3142,0.0588,0.72,84,356,68.0,90.0,12.0,3.0,9.0,1,good
2025-26,FAIL,15,rates_v2b_packaged,235,Palmer,MID,16,Saka,MID,-0.0388,0.0388,near,0.6808,3.5132,3.552,4.194,3.3735,0.0648,0.72,103,29,57.0,78.0,1.0,4.0,-3.0,0,not_both60
2025-26,FAIL,15,rates_v2b_packaged,235,Palmer,MID,82,Semenyo,MID,-0.142,0.142,near,0.6808,3.5132,3.6552,4.194,3.3735,0.0648,0.72,103,29,57.0,90.0,1.0,3.0,-2.0,0,not_both60
2025-26,FAIL,15,rates_v2b_packaged,22,Merino,MID,16,Saka,MID,-0.4856,0.4856,mid,0.4324,3.0664,3.552,3.4988,2.63,0.0268,0.72,60,357,45.0,78.0,1.0,4.0,-3.0,0,not_both60
2025-26,FAIL,15,rates_v2b_packaged,22,Merino,MID,82,Semenyo,MID,-0.5888,0.5888,mid,0.4324,3.0664,3.6552,3.4988,2.63,0.0268,0.72,60,357,45.0,90.0,1.0,3.0,-2.0,0,not_both60
2025-26,FAIL,15,rates_v2b_packaged,411,O'Reilly,DEF,531,Ballard,DEF,-0.3632,0.3632,mid,0.4696,3.0864,3.4496,3.556,3.1208,0.0396,0.72,52,360,90.0,90.0,6.0,1.0,5.0,1,good
2025-26,FAIL,15,rates_v2b_packaged,411,O'Reilly,DEF,260,Guéhi,DEF,-0.338,0.338,mid,0.4696,3.0864,3.4244,3.556,3.1208,0.0396,0.72,52,360,90.0,90.0,6.0,8.0,-2.0,1,bad
2025-26,FAIL,16,rates_v2b_packaged,384,Gakpo,MID,21,Rice,MID,-0.238,0.238,near,0.3756,3.4536,3.6916,3.8292,3.3124,0.0568,0.72,74,307,0.0,90.0,0.0,2.0,-2.0,0,not_both60
2025-26,FAIL,16,rates_v2b_packaged,384,Gakpo,MID,119,Mbeumo,MID,-0.3384,0.3384,mid,0.3756,3.4536,3.792,3.8292,3.3124,0.0568,0.72,74,307,0.0,90.0,0.0,2.0,-2.0,0,not_both60
2025-26,FAIL,17,rates_v2b_packaged,283,Mateta,FWD,136,Thiago,FWD,-0.0252,0.0252,near,0.1892,3.3564,3.3816,3.5456,3.0483,0.062,0.72,78,280,76.0,90.0,2.0,2.0,0.0,1,tie
2025-26,FAIL,17,rates_v2b_packaged,411,O'Reilly,DEF,260,Guéhi,DEF,-0.3424,0.3424,mid,0.4496,3.0556,3.398,3.5052,3.0765,0.0364,0.72,53,360,90.0,90.0,6.0,1.0,5.0,1,good
2025-26,FAIL,18,rates_v2b_packaged,600,Areola,GKP,670,Roefs,GKP,-0.106,0.106,near,0.024,3.4228,3.5288,3.4468,2.4136,0.002,0.85,43,360,90.0,90.0,3.0,3.0,0.0,1,tie
2025-26,FAIL,18,rates_v2b_packaged,283,Mateta,FWD,136,Thiago,FWD,0.0036,0.0036,near,0.0976,3.5356,3.532,3.6332,3.4427,0.0812,0.68,77,266,90.0,90.0,2.0,5.0,-3.0,1,bad
2025-26,FAIL,18,rates_v2b_packaged,606,Mavropanos,DEF,694,Mukiele,DEF,0.0256,0.0256,near,0.0892,3.2312,3.2056,3.3204,2.9027,0.0212,0.72,44,281,0.0,90.0,0.0,4.0,-4.0,0,not_both60
2025-26,FAIL,20,rates_v2b_packaged,684,Thiaw,DEF,291,Tarkowski,DEF,-0.0496,0.0496,near,0.0,3.278,3.3276,3.278,3.1696,0.034,0.72,50,360,90.0,90.0,17.0,2.0,15.0,1,good
2025-26,FAIL,20,rates_v2b_packaged,20,Trossard,MID,16,Saka,MID,-0.3924,0.3924,mid,0.3292,3.4064,3.7988,3.7356,3.0375,0.0416,0.72,70,283,23.0,23.0,1.0,4.0,-3.0,0,not_both60
2025-26,FAIL,20,rates_v2b_packaged,20,Trossard,MID,417,Cherki,MID,-0.3148,0.3148,mid,0.3292,3.4064,3.7212,3.7356,3.0375,0.0416,0.72,70,283,23.0,90.0,1.0,4.0,-3.0,0,not_both60
2025-26,FAIL,20,rates_v2b_packaged,414,Foden,MID,16,Saka,MID,-0.0476,0.0476,near,0.1328,3.7512,3.7988,3.884,3.5167,0.0664,0.72,89,360,90.0,23.0,2.0,4.0,-2.0,0,not_both60
2025-26,FAIL,20,rates_v2b_packaged,414,Foden,MID,417,Cherki,MID,0.03,0.03,near,0.1328,3.7512,3.7212,3.884,3.5167,0.0664,0.72,89,360,90.0,90.0,2.0,4.0,-2.0,1,bad
2025-26,FAIL,21,rates_v2b_packaged,283,Mateta,FWD,136,Thiago,FWD,-0.1272,0.1272,near,0.1652,3.6968,3.824,3.862,3.5681,0.0852,0.72,76,342,90.0,81.0,2.0,12.0,-10.0,1,bad
2025-26,FAIL,21,rates_v2b_packaged,485,Gordon,MID,82,Semenyo,MID,-0.1928,0.1928,near,0.3308,3.5472,3.74,3.878,3.3781,0.0572,0.72,74,302,80.0,90.0,1.0,6.0,-5.0,1,bad
2025-26,FAIL,22,rates_v2b_packaged,235,Palmer,MID,449,B.Fernandes,MID,-0.21,0.21,near,0.6608,3.5392,3.7492,4.2,3.3414,0.0616,0.72,104,297,90.0,90.0,9.0,10.0,-1.0,1,bad
2025-26,FAIL,23,rates_v2b_packaged,470,Dúbravka,GKP,600,Areola,GKP,-0.0336,0.0336,near,0.0,3.4744,3.508,3.4744,2.4376,0.0028,0.85,40,360,90.0,90.0,5.0,2.0,3.0,1,good
2025-26,FAIL,25,rates_v2b_packaged,487,Barnes,MID,21,Rice,MID,-0.0672,0.0672,near,0.4164,3.718,3.7852,4.1344,3.3576,0.0564,0.72,61,342,90.0,90.0,2.0,5.0,-3.0,1,bad
2025-26,FAIL,26,rates_v2b_packaged,634,Mosquera,DEF,633,H.Bueno,DEF,-0.076,0.076,near,0.1244,5.2416,5.3176,5.366,3.9521,0.1484,0.72,43,360,180.0,149.0,9.0,8.0,1.0,1,good
2025-26,FAIL,28,rates_v2b_packaged,235,Palmer,MID,16,Saka,MID,-0.1076,0.1076,near,0.2096,4.0336,4.1412,4.2432,3.9205,0.0968,0.72,106,314,85.0,90.0,1.0,2.0,-1.0,1,bad
2025-26,FAIL,30,rates_v2b_packaged,235,Palmer,MID,119,Mbeumo,MID,-0.0236,0.0236,near,0.2732,4.4652,4.4888,4.7384,4.1719,0.116,0.72,106,333,90.0,74.0,2.0,2.0,0.0,1,tie
2025-26,FAIL,31,rates_v2b_packaged,235,Palmer,MID,457,Casemiro,MID,-0.0696,0.0696,near,0.0984,3.8604,3.93,3.9588,3.8262,0.0892,0.72,106,333,90.0,81.0,2.0,1.0,1.0,1,good
2025-26,FAIL,32,rates_v2b_packaged,235,Palmer,MID,457,Casemiro,MID,0.462,0.462,mid,0.1472,4.512,4.05,4.6592,4.2906,0.1212,0.72,106,349,90.0,90.0,4.0,9.0,-5.0,1,bad
2025-26,FAIL,32,rates_v2b_packaged,235,Palmer,MID,119,Mbeumo,MID,0.2072,0.2072,near,0.1472,4.512,4.3048,4.6592,4.2906,0.1212,0.72,106,349,90.0,20.0,4.0,1.0,3.0,0,not_both60
2025-26,FAIL,32,rates_v2b_packaged,517,Anderson,MID,457,Casemiro,MID,-0.0456,0.0456,near,0.0,4.0044,4.05,4.0044,2.64,0.038,0.85,55,357,90.0,90.0,4.0,9.0,-5.0,1,bad
2025-26,FAIL,32,rates_v2b_packaged,517,Anderson,MID,119,Mbeumo,MID,-0.3004,0.3004,mid,0.0,4.0044,4.3048,4.0044,2.64,0.038,0.85,55,357,90.0,20.0,4.0,1.0,3.0,0,not_both60
