season,e024_gate,gw,enter_id,enter_name,enter_pos,left_id,left_name,left_pos,du,dpts,enter_u,left_u,enter_pts,left_pts,enter_mins,left_mins,enter_mu_delta,both60,both_play,model_pref_enter,actual_pref_enter,tie_pts
2022-23,FAIL,6,145,Havertz,FWD,480,Neves,MID,0.4532,4.0,3.2212,2.768,6.0,2.0,18.0,90.0,0.5964,0,1,1,1,0
2022-23,FAIL,6,145,Havertz,FWD,288,Diogo Jota,FWD,0.392,5.0,3.2212,2.8292,6.0,1.0,18.0,10.0,0.5964,0,1,1,1,0
2022-23,FAIL,6,145,Havertz,FWD,516,Collins,DEF,0.6228,-3.0,3.2212,2.5984,6.0,9.0,18.0,90.0,0.5964,0,1,1,0,0
2022-23,FAIL,6,145,Havertz,FWD,104,Groß,MID,0.11,1.0,3.2212,3.1112,6.0,5.0,18.0,90.0,0.5964,0,1,1,1,0
2022-23,FAIL,6,145,Havertz,FWD,106,Dunk,DEF,0.5612,5.0,3.2212,2.66,6.0,1.0,18.0,90.0,0.5964,0,1,1,1,0
2022-23,FAIL,6,145,Havertz,FWD,427,Kane,FWD,-0.3544,-3.0,3.2212,3.5756,6.0,9.0,18.0,77.0,0.5964,0,1,0,0,0
2022-23,FAIL,6,145,Havertz,FWD,210,Mitrović,FWD,0.5416,1.0,3.2212,2.6796,6.0,5.0,18.0,90.0,0.5964,0,1,1,1,0
2022-23,FAIL,6,477,Jonny,DEF,480,Neves,MID,0.0036,3.0,2.7716,2.768,5.0,2.0,90.0,90.0,0.5964,1,1,1,1,0
2022-23,FAIL,6,477,Jonny,DEF,288,Diogo Jota,FWD,-0.0576,4.0,2.7716,2.8292,5.0,1.0,90.0,10.0,0.5964,0,1,0,1,0
2022-23,FAIL,6,477,Jonny,DEF,516,Collins,DEF,0.1732,-4.0,2.7716,2.5984,5.0,9.0,90.0,90.0,0.5964,1,1,1,0,0
2022-23,FAIL,6,477,Jonny,DEF,104,Groß,MID,-0.3396,0.0,2.7716,3.1112,5.0,5.0,90.0,90.0,0.5964,1,1,0,0,1
2022-23,FAIL,6,477,Jonny,DEF,106,Dunk,DEF,0.1116,4.0,2.7716,2.66,5.0,1.0,90.0,90.0,0.5964,1,1,1,1,0
2022-23,FAIL,6,477,Jonny,DEF,427,Kane,FWD,-0.804,-4.0,2.7716,3.5756,5.0,9.0,90.0,77.0,0.5964,1,1,0,0,0
2022-23,FAIL,6,477,Jonny,DEF,210,Mitrović,FWD,0.092,0.0,2.7716,2.6796,5.0,5.0,90.0,90.0,0.5964,1,1,1,0,1
2022-23,FAIL,6,446,Kulusevski,MID,480,Neves,MID,1.1508,-1.0,3.9188,2.768,1.0,2.0,12.0,90.0,1.292,0,1,1,0,0
2022-23,FAIL,6,446,Kulusevski,MID,288,Diogo Jota,FWD,1.0896,0.0,3.9188,2.8292,1.0,1.0,12.0,10.0,1.292,0,1,1,0,1
2022-23,FAIL,6,446,Kulusevski,MID,516,Collins,DEF,1.3204,-8.0,3.9188,2.5984,1.0,9.0,12.0,90.0,1.292,0,1,1,0,0
2022-23,FAIL,6,446,Kulusevski,MID,104,Groß,MID,0.8076,-4.0,3.9188,3.1112,1.0,5.0,12.0,90.0,1.292,0,1,1,0,0
2022-23,FAIL,6,446,Kulusevski,MID,106,Dunk,DEF,1.2588,0.0,3.9188,2.66,1.0,1.0,12.0,90.0,1.292,0,1,1,0,1
2022-23,FAIL,6,446,Kulusevski,MID,427,Kane,FWD,0.3432,-8.0,3.9188,3.5756,1.0,9.0,12.0,77.0,1.292,0,1,1,0,0
2022-23,FAIL,6,446,Kulusevski,MID,210,Mitrović,FWD,1.2392,-4.0,3.9188,2.6796,1.0,5.0,12.0,90.0,1.292,0,1,1,0,0
2022-23,FAIL,8,477,Jonny,DEF,480,Neves,MID,0.0328,0.0,2.5996,2.5668,1.0,1.0,90.0,90.0,0.4104,1,1,1,0,1
2022-23,FAIL,8,477,Jonny,DEF,454,Richarlison,FWD,0.052,0.0,2.5996,2.5476,1.0,1.0,90.0,58.0,0.4104,0,1,1,0,1
2022-23,FAIL,8,477,Jonny,DEF,526,Mee,DEF,0.112,0.0,2.5996,2.4876,1.0,1.0,90.0,90.0,0.4104,1,1,1,0,1
2022-23,FAIL,8,465,Bowen,MID,480,Neves,MID,0.7348,1.0,3.3016,2.5668,2.0,1.0,90.0,90.0,0.9008,1,1,1,1,0
2022-23,FAIL,8,465,Bowen,MID,454,Richarlison,FWD,0.754,1.0,3.3016,2.5476,2.0,1.0,90.0,58.0,0.9008,0,1,1,1,0
2022-23,FAIL,8,465,Bowen,MID,526,Mee,DEF,0.814,1.0,3.3016,2.4876,2.0,1.0,90.0,90.0,0.9008,1,1,1,1,0
2022-23,FAIL,8,189,Gray,MID,480,Neves,MID,0.3416,2.0,2.9084,2.5668,3.0,1.0,80.0,90.0,0.5124,1,1,1,1,0
2022-23,FAIL,8,189,Gray,MID,454,Richarlison,FWD,0.3608,2.0,2.9084,2.5476,3.0,1.0,80.0,58.0,0.5124,0,1,1,1,0
2022-23,FAIL,8,189,Gray,MID,526,Mee,DEF,0.4208,2.0,2.9084,2.4876,3.0,1.0,80.0,90.0,0.5124,1,1,1,1,0
2022-23,FAIL,9,40,Watkins,FWD,81,Raya,GKP,-0.5824,-4.0,2.5776,3.16,2.0,6.0,90.0,90.0,0.23,1,1,0,0,0
2022-23,FAIL,9,40,Watkins,FWD,356,Wilson,FWD,0.138,-4.0,2.5776,2.4396,2.0,6.0,90.0,65.0,0.23,1,1,1,0,0
2022-23,FAIL,9,40,Watkins,FWD,71,Mepham,DEF,0.0592,-4.0,2.5776,2.5184,2.0,6.0,90.0,90.0,0.23,1,1,1,0,0
2022-23,FAIL,9,2,Leno,GKP,81,Raya,GKP,0.1276,-4.0,3.2876,3.16,2.0,6.0,90.0,90.0,0.0,1,1,1,0,0
2022-23,FAIL,9,2,Leno,GKP,356,Wilson,FWD,0.848,-4.0,3.2876,2.4396,2.0,6.0,90.0,65.0,0.0,1,1,1,0,0
2022-23,FAIL,9,2,Leno,GKP,71,Mepham,DEF,0.7692,-4.0,3.2876,2.5184,2.0,6.0,90.0,90.0,0.0,1,1,1,0,0
2022-23,FAIL,9,357,Trippier,DEF,81,Raya,GKP,-0.0172,1.0,3.1428,3.16,7.0,6.0,82.0,90.0,0.8612,1,1,0,1,0
2022-23,FAIL,9,357,Trippier,DEF,356,Wilson,FWD,0.7032,1.0,3.1428,2.4396,7.0,6.0,82.0,65.0,0.8612,1,1,1,1,0
2022-23,FAIL,9,357,Trippier,DEF,71,Mepham,DEF,0.6244,1.0,3.1428,2.5184,7.0,6.0,82.0,90.0,0.8612,1,1,1,1,0
2022-23,FAIL,10,407,Ward-Prowse,MID,71,Mepham,DEF,0.0428,0.0,2.5732,2.5304,2.0,2.0,90.0,90.0,0.3148,1,1,1,0,1
2022-23,FAIL,11,40,Watkins,FWD,617,Aubameyang,FWD,0.1184,1.0,2.6152,2.4968,2.0,1.0,90.0,57.0,0.2352,0,1,1,1,0
2022-23,FAIL,12,288,Diogo Jota,FWD,258,Castagne,DEF,1.0916,-6.0,3.7,2.6084,0.0,6.0,0.0,90.0,1.2036,0,0,1,0,0
2022-23,FAIL,12,288,Diogo Jota,FWD,66,Solanke,FWD,1.1688,-2.0,3.7,2.5312,0.0,2.0,0.0,90.0,1.2036,0,0,1,0,0
2022-23,FAIL,12,288,Diogo Jota,FWD,680,Gakpo,MID,0.9252,0.0,3.7,2.7748,0.0,0.0,0.0,0.0,1.2036,0,0,1,0,1
2022-23,FAIL,12,288,Diogo Jota,FWD,333,Fernandes,MID,1.1524,-11.0,3.7,2.5476,0.0,11.0,0.0,90.0,1.2036,0,0,1,0,0
2022-23,FAIL,12,288,Diogo Jota,FWD,342,Dalot,DEF,1.1072,-6.0,3.7,2.5928,0.0,6.0,0.0,90.0,1.2036,0,0,1,0,0
2022-23,FAIL,12,288,Diogo Jota,FWD,377,Botman,DEF,1.1712,-7.0,3.7,2.5288,0.0,7.0,0.0,90.0,1.2036,0,0,1,0,0
2022-23,FAIL,12,261,Maddison,MID,258,Castagne,DEF,0.7076,-6.0,3.316,2.6084,0.0,6.0,0.0,90.0,0.8508,0,0,1,0,0
2022-23,FAIL,12,261,Maddison,MID,66,Solanke,FWD,0.7848,-2.0,3.316,2.5312,0.0,2.0,0.0,90.0,0.8508,0,0,1,0,0
2022-23,FAIL,12,261,Maddison,MID,680,Gakpo,MID,0.5412,0.0,3.316,2.7748,0.0,0.0,0.0,0.0,0.8508,0,0,1,0,1
2022-23,FAIL,12,261,Maddison,MID,333,Fernandes,MID,0.7684,-11.0,3.316,2.5476,0.0,11.0,0.0,90.0,0.8508,0,0,1,0,0
2022-23,FAIL,12,261,Maddison,MID,342,Dalot,DEF,0.7232,-6.0,3.316,2.5928,0.0,6.0,0.0,90.0,0.8508,0,0,1,0,0
2022-23,FAIL,12,261,Maddison,MID,377,Botman,DEF,0.7872,-7.0,3.316,2.5288,0.0,7.0,0.0,90.0,0.8508,0,0,1,0,0
2022-23,FAIL,12,264,Barnes,MID,258,Castagne,DEF,0.656,2.0,3.2644,2.6084,8.0,6.0,84.0,90.0,0.932,1,1,1,1,0
2022-23,FAIL,12,264,Barnes,MID,66,Solanke,FWD,0.7332,6.0,3.2644,2.5312,8.0,2.0,84.0,90.0,0.932,1,1,1,1,0
2022-23,FAIL,12,264,Barnes,MID,680,Gakpo,MID,0.4896,8.0,3.2644,2.7748,8.0,0.0,84.0,0.0,0.932,0,0,1,1,0
2022-23,FAIL,12,264,Barnes,MID,333,Fernandes,MID,0.7168,-3.0,3.2644,2.5476,8.0,11.0,84.0,90.0,0.932,1,1,1,0,0
2022-23,FAIL,12,264,Barnes,MID,342,Dalot,DEF,0.6716,2.0,3.2644,2.5928,8.0,6.0,84.0,90.0,0.932,1,1,1,1,0
2022-23,FAIL,12,264,Barnes,MID,377,Botman,DEF,0.7356,1.0,3.2644,2.5288,8.0,7.0,84.0,90.0,0.932,1,1,1,1,0
2022-23,FAIL,12,366,Schär,DEF,258,Castagne,DEF,0.0336,-1.0,2.642,2.6084,5.0,6.0,90.0,90.0,0.1532,1,1,1,0,0
2022-23,FAIL,12,366,Schär,DEF,66,Solanke,FWD,0.1108,3.0,2.642,2.5312,5.0,2.0,90.0,90.0,0.1532,1,1,1,1,0
2022-23,FAIL,12,366,Schär,DEF,680,Gakpo,MID,-0.1328,5.0,2.642,2.7748,5.0,0.0,90.0,0.0,0.1532,0,0,0,1,0
2022-23,FAIL,12,366,Schär,DEF,333,Fernandes,MID,0.0944,-6.0,2.642,2.5476,5.0,11.0,90.0,90.0,0.1532,1,1,1,0,0
2022-23,FAIL,12,366,Schär,DEF,342,Dalot,DEF,0.0492,-1.0,2.642,2.5928,5.0,6.0,90.0,90.0,0.1532,1,1,1,0,0
2022-23,FAIL,12,366,Schär,DEF,377,Botman,DEF,0.1132,-2.0,2.642,2.5288,5.0,7.0,90.0,90.0,0.1532,1,1,1,0,0
2022-23,FAIL,12,465,Bowen,MID,258,Castagne,DEF,0.3472,-6.0,2.9556,2.6084,0.0,6.0,90.0,90.0,0.5372,1,1,1,0,0
2022-23,FAIL,12,465,Bowen,MID,66,Solanke,FWD,0.4244,-2.0,2.9556,2.5312,0.0,2.0,90.0,90.0,0.5372,1,1,1,0,0
2022-23,FAIL,12,465,Bowen,MID,680,Gakpo,MID,0.1808,0.0,2.9556,2.7748,0.0,0.0,90.0,0.0,0.5372,0,0,1,0,1
2022-23,FAIL,12,465,Bowen,MID,333,Fernandes,MID,0.408,-11.0,2.9556,2.5476,0.0,11.0,90.0,90.0,0.5372,1,1,1,0,0
2022-23,FAIL,12,465,Bowen,MID,342,Dalot,DEF,0.3628,-6.0,2.9556,2.5928,0.0,6.0,90.0,90.0,0.5372,1,1,1,0,0
2022-23,FAIL,12,465,Bowen,MID,377,Botman,DEF,0.4268,-7.0,2.9556,2.5288,0.0,7.0,90.0,90.0,0.5372,1,1,1,0,0
2022-23,FAIL,12,374,Bruno Guimarães,MID,258,Castagne,DEF,0.9148,0.0,3.5232,2.6084,6.0,6.0,90.0,90.0,1.0604,1,1,1,0,1
2022-23,FAIL,12,374,Bruno Guimarães,MID,66,Solanke,FWD,0.992,4.0,3.5232,2.5312,6.0,2.0,90.0,90.0,1.0604,1,1,1,1,0
2022-23,FAIL,12,374,Bruno Guimarães,MID,680,Gakpo,MID,0.7484,6.0,3.5232,2.7748,6.0,0.0,90.0,0.0,1.0604,0,0,1,1,0
2022-23,FAIL,12,374,Bruno Guimarães,MID,333,Fernandes,MID,0.9756,-5.0,3.5232,2.5476,6.0,11.0,90.0,90.0,1.0604,1,1,1,0,0
2022-23,FAIL,12,374,Bruno Guimarães,MID,342,Dalot,DEF,0.9304,0.0,3.5232,2.5928,6.0,6.0,90.0,90.0,1.0604,1,1,1,0,1
2022-23,FAIL,12,374,Bruno Guimarães,MID,377,Botman,DEF,0.9944,-1.0,3.5232,2.5288,6.0,7.0,90.0,90.0,1.0604,1,1,1,0,0
2022-23,FAIL,13,288,Diogo Jota,FWD,484,Kilman,DEF,0.6544,0.0,3.1564,2.502,0.0,0.0,0.0,90.0,0.8268,0,0,1,0,1
2022-23,FAIL,13,288,Diogo Jota,FWD,39,Mings,DEF,0.5352,-10.0,3.1564,2.6212,0.0,10.0,0.0,90.0,0.8268,0,0,1,0,0
2022-23,FAIL,13,288,Diogo Jota,FWD,617,Aubameyang,FWD,0.4484,-2.0,3.1564,2.708,0.0,2.0,0.0,73.0,0.8268,0,0,1,0,0
2022-23,FAIL,13,288,Diogo Jota,FWD,461,Zouma,DEF,0.6224,-15.0,3.1564,2.534,0.0,15.0,0.0,90.0,0.8268,0,0,1,0,0
2022-23,FAIL,13,288,Diogo Jota,FWD,475,Coady,DEF,0.586,-6.0,3.1564,2.5704,0.0,6.0,0.0,90.0,0.8268,0,0,1,0,0
2022-23,FAIL,13,288,Diogo Jota,FWD,318,Haaland,FWD,-0.168,-13.0,3.1564,3.3244,0.0,13.0,0.0,79.0,0.8268,0,0,0,0,0
2022-23,FAIL,13,357,Trippier,DEF,484,Kilman,DEF,0.6112,2.0,3.1132,2.502,2.0,0.0,90.0,90.0,0.652,1,1,1,1,0
2022-23,FAIL,13,357,Trippier,DEF,39,Mings,DEF,0.492,-8.0,3.1132,2.6212,2.0,10.0,90.0,90.0,0.652,1,1,1,0,0
2022-23,FAIL,13,357,Trippier,DEF,617,Aubameyang,FWD,0.4052,0.0,3.1132,2.708,2.0,2.0,90.0,73.0,0.652,1,1,1,0,1
2022-23,FAIL,13,357,Trippier,DEF,461,Zouma,DEF,0.5792,-13.0,3.1132,2.534,2.0,15.0,90.0,90.0,0.652,1,1,1,0,0
2022-23,FAIL,13,357,Trippier,DEF,475,Coady,DEF,0.5428,-4.0,3.1132,2.5704,2.0,6.0,90.0,90.0,0.652,1,1,1,0,0
2022-23,FAIL,13,357,Trippier,DEF,318,Haaland,FWD,-0.2112,-11.0,3.1132,3.3244,2.0,13.0,90.0,79.0,0.652,1,1,0,0,0
2022-23,FAIL,13,171,Olise,MID,484,Kilman,DEF,0.2144,2.0,2.7164,2.502,2.0,0.0,61.0,90.0,0.7948,1,1,1,1,0
2022-23,FAIL,13,171,Olise,MID,39,Mings,DEF,0.0952,-8.0,2.7164,2.6212,2.0,10.0,61.0,90.0,0.7948,1,1,1,0,0
2022-23,FAIL,13,171,Olise,MID,617,Aubameyang,FWD,0.0084,0.0,2.7164,2.708,2.0,2.0,61.0,73.0,0.7948,1,1,1,0,1
2022-23,FAIL,13,171,Olise,MID,461,Zouma,DEF,0.1824,-13.0,2.7164,2.534,2.0,15.0,61.0,90.0,0.7948,1,1,1,0,0
2022-23,FAIL,13,171,Olise,MID,475,Coady,DEF,0.146,-4.0,2.7164,2.5704,2.0,6.0,61.0,90.0,0.7948,1,1,1,0,0
2022-23,FAIL,13,171,Olise,MID,318,Haaland,FWD,-0.608,-11.0,2.7164,3.3244,2.0,13.0,61.0,79.0,0.7948,1,1,0,0,0
2022-23,FAIL,13,141,Chalobah,DEF,484,Kilman,DEF,0.4696,2.0,2.9716,2.502,2.0,0.0,90.0,90.0,0.718,1,1,1,1,0
2022-23,FAIL,13,141,Chalobah,DEF,39,Mings,DEF,0.3504,-8.0,2.9716,2.6212,2.0,10.0,90.0,90.0,0.718,1,1,1,0,0
2022-23,FAIL,13,141,Chalobah,DEF,617,Aubameyang,FWD,0.2636,0.0,2.9716,2.708,2.0,2.0,90.0,73.0,0.718,1,1,1,0,1
2022-23,FAIL,13,141,Chalobah,DEF,461,Zouma,DEF,0.4376,-13.0,2.9716,2.534,2.0,15.0,90.0,90.0,0.718,1,1,1,0,0
2022-23,FAIL,13,141,Chalobah,DEF,475,Coady,DEF,0.4012,-4.0,2.9716,2.5704,2.0,6.0,90.0,90.0,0.718,1,1,1,0,0
2022-23,FAIL,13,141,Chalobah,DEF,318,Haaland,FWD,-0.3528,-11.0,2.9716,3.3244,2.0,13.0,90.0,79.0,0.718,1,1,0,0,0
2022-23,FAIL,13,465,Bowen,MID,484,Kilman,DEF,0.678,3.0,3.18,2.502,3.0,0.0,87.0,90.0,0.6448,1,1,1,1,0
2022-23,FAIL,13,465,Bowen,MID,39,Mings,DEF,0.5588,-7.0,3.18,2.6212,3.0,10.0,87.0,90.0,0.6448,1,1,1,0,0
2022-23,FAIL,13,465,Bowen,MID,617,Aubameyang,FWD,0.472,1.0,3.18,2.708,3.0,2.0,87.0,73.0,0.6448,1,1,1,1,0
2022-23,FAIL,13,465,Bowen,MID,461,Zouma,DEF,0.646,-12.0,3.18,2.534,3.0,15.0,87.0,90.0,0.6448,1,1,1,0,0
2022-23,FAIL,13,465,Bowen,MID,475,Coady,DEF,0.6096,-3.0,3.18,2.5704,3.0,6.0,87.0,90.0,0.6448,1,1,1,0,0
2022-23,FAIL,13,465,Bowen,MID,318,Haaland,FWD,-0.1444,-10.0,3.18,3.3244,3.0,13.0,87.0,79.0,0.6448,1,1,0,0,0
2022-23,FAIL,13,374,Bruno Guimarães,MID,484,Kilman,DEF,0.3376,2.0,2.8396,2.502,2.0,0.0,88.0,90.0,0.6676,1,1,1,1,0
2022-23,FAIL,13,374,Bruno Guimarães,MID,39,Mings,DEF,0.2184,-8.0,2.8396,2.6212,2.0,10.0,88.0,90.0,0.6676,1,1,1,0,0
2022-23,FAIL,13,374,Bruno Guimarães,MID,617,Aubameyang,FWD,0.1316,0.0,2.8396,2.708,2.0,2.0,88.0,73.0,0.6676,1,1,1,0,1
2022-23,FAIL,13,374,Bruno Guimarães,MID,461,Zouma,DEF,0.3056,-13.0,2.8396,2.534,2.0,15.0,88.0,90.0,0.6676,1,1,1,0,0
2022-23,FAIL,13,374,Bruno Guimarães,MID,475,Coady,DEF,0.2692,-4.0,2.8396,2.5704,2.0,6.0,88.0,90.0,0.6676,1,1,1,0,0
2022-23,FAIL,13,374,Bruno Guimarães,MID,318,Haaland,FWD,-0.4848,-11.0,2.8396,3.3244,2.0,13.0,88.0,79.0,0.6676,1,1,0,0,0
2022-23,FAIL,14,288,Diogo Jota,FWD,576,Senesi,DEF,1.1404,-1.0,3.77,2.6296,0.0,1.0,0.0,90.0,1.1636,0,0,1,0,0
2022-23,FAIL,14,288,Diogo Jota,FWD,680,Gakpo,MID,0.9636,0.0,3.77,2.8064,0.0,0.0,0.0,0.0,1.1636,0,0,1,0,1
2022-23,FAIL,14,288,Diogo Jota,FWD,169,Eze,MID,1.0008,-3.0,3.77,2.7692,0.0,3.0,0.0,62.0,1.1636,0,0,1,0,0
2022-23,FAIL,14,288,Diogo Jota,FWD,427,Kane,FWD,0.8656,-1.0,3.77,2.9044,0.0,1.0,0.0,90.0,1.1636,0,0,1,0,0
2022-23,FAIL,14,288,Diogo Jota,FWD,342,Dalot,DEF,1.1704,-9.0,3.77,2.5996,0.0,9.0,0.0,90.0,1.1636,0,0,1,0,0
2022-23,FAIL,14,261,Maddison,MID,576,Senesi,DEF,0.574,1.0,3.2036,2.6296,2.0,1.0,90.0,90.0,0.838,1,1,1,1,0
2022-23,FAIL,14,261,Maddison,MID,680,Gakpo,MID,0.3972,2.0,3.2036,2.8064,2.0,0.0,90.0,0.0,0.838,0,0,1,1,0
2022-23,FAIL,14,261,Maddison,MID,169,Eze,MID,0.4344,-1.0,3.2036,2.7692,2.0,3.0,90.0,62.0,0.838,1,1,1,0,0
2022-23,FAIL,14,261,Maddison,MID,427,Kane,FWD,0.2992,1.0,3.2036,2.9044,2.0,1.0,90.0,90.0,0.838,1,1,1,1,0
2022-23,FAIL,14,261,Maddison,MID,342,Dalot,DEF,0.604,-7.0,3.2036,2.5996,2.0,9.0,90.0,90.0,0.838,1,1,1,0,0
2022-23,FAIL,14,428,Son,MID,576,Senesi,DEF,0.5928,1.0,3.2224,2.6296,2.0,1.0,90.0,90.0,0.5484,1,1,1,1,0
2022-23,FAIL,14,428,Son,MID,680,Gakpo,MID,0.416,2.0,3.2224,2.8064,2.0,0.0,90.0,0.0,0.5484,0,0,1,1,0
2022-23,FAIL,14,428,Son,MID,169,Eze,MID,0.4532,-1.0,3.2224,2.7692,2.0,3.0,90.0,62.0,0.5484,1,1,1,0,0
2022-23,FAIL,14,428,Son,MID,427,Kane,FWD,0.318,1.0,3.2224,2.9044,2.0,1.0,90.0,90.0,0.5484,1,1,1,1,0
2022-23,FAIL,14,428,Son,MID,342,Dalot,DEF,0.6228,-7.0,3.2224,2.5996,2.0,9.0,90.0,90.0,0.5484,1,1,1,0,0
2022-23,FAIL,14,335,Rashford,MID,576,Senesi,DEF,0.3292,7.0,2.9588,2.6296,8.0,1.0,90.0,90.0,0.368,1,1,1,1,0
2022-23,FAIL,14,335,Rashford,MID,680,Gakpo,MID,0.1524,8.0,2.9588,2.8064,8.0,0.0,90.0,0.0,0.368,0,0,1,1,0
2022-23,FAIL,14,335,Rashford,MID,169,Eze,MID,0.1896,5.0,2.9588,2.7692,8.0,3.0,90.0,62.0,0.368,1,1,1,1,0
2022-23,FAIL,14,335,Rashford,MID,427,Kane,FWD,0.0544,7.0,2.9588,2.9044,8.0,1.0,90.0,90.0,0.368,1,1,1,1,0
2022-23,FAIL,14,335,Rashford,MID,342,Dalot,DEF,0.3592,-1.0,2.9588,2.5996,8.0,9.0,90.0,90.0,0.368,1,1,1,0,0
2022-23,FAIL,14,374,Bruno Guimarães,MID,576,Senesi,DEF,0.5416,2.0,3.1712,2.6296,3.0,1.0,82.0,90.0,0.8988,1,1,1,1,0
2022-23,FAIL,14,374,Bruno Guimarães,MID,680,Gakpo,MID,0.3648,3.0,3.1712,2.8064,3.0,0.0,82.0,0.0,0.8988,0,0,1,1,0
2022-23,FAIL,14,374,Bruno Guimarães,MID,169,Eze,MID,0.402,0.0,3.1712,2.7692,3.0,3.0,82.0,62.0,0.8988,1,1,1,0,1
2022-23,FAIL,14,374,Bruno Guimarães,MID,427,Kane,FWD,0.2668,2.0,3.1712,2.9044,3.0,1.0,82.0,90.0,0.8988,1,1,1,1,0
2022-23,FAIL,14,374,Bruno Guimarães,MID,342,Dalot,DEF,0.5716,-6.0,3.1712,2.5996,3.0,9.0,82.0,90.0,0.8988,1,1,1,0,0
2022-23,FAIL,15,288,Diogo Jota,FWD,427,Kane,FWD,0.4592,-8.0,3.298,2.8388,0.0,8.0,0.0,90.0,0.9516,0,0,1,0,0
2022-23,FAIL,15,288,Diogo Jota,FWD,516,Collins,DEF,0.6288,0.0,3.298,2.6692,0.0,0.0,0.0,90.0,0.9516,0,0,1,0,1
2022-23,FAIL,15,288,Diogo Jota,FWD,461,Zouma,DEF,0.7488,-1.0,3.298,2.5492,0.0,1.0,0.0,90.0,0.9516,0,0,1,0,0
2022-23,FAIL,15,288,Diogo Jota,FWD,475,Coady,DEF,0.7736,-1.0,3.298,2.5244,0.0,1.0,0.0,90.0,0.9516,0,0,1,0,0
2022-23,FAIL,15,465,Bowen,MID,427,Kane,FWD,0.0756,-6.0,2.9144,2.8388,2.0,8.0,90.0,90.0,0.6008,1,1,1,0,0
2022-23,FAIL,15,465,Bowen,MID,516,Collins,DEF,0.2452,2.0,2.9144,2.6692,2.0,0.0,90.0,90.0,0.6008,1,1,1,1,0
2022-23,FAIL,15,465,Bowen,MID,461,Zouma,DEF,0.3652,1.0,2.9144,2.5492,2.0,1.0,90.0,90.0,0.6008,1,1,1,1,0
2022-23,FAIL,15,465,Bowen,MID,475,Coady,DEF,0.39,1.0,2.9144,2.5244,2.0,1.0,90.0,90.0,0.6008,1,1,1,1,0
2022-23,FAIL,15,538,Young,DEF,427,Kane,FWD,-0.1548,-7.0,2.684,2.8388,1.0,8.0,11.0,90.0,0.218,0,1,0,0,0
2022-23,FAIL,15,538,Young,DEF,516,Collins,DEF,0.0148,1.0,2.684,2.6692,1.0,0.0,11.0,90.0,0.218,0,1,1,1,0
2022-23,FAIL,15,538,Young,DEF,461,Zouma,DEF,0.1348,0.0,2.684,2.5492,1.0,1.0,11.0,90.0,0.218,0,1,1,0,1
2022-23,FAIL,15,538,Young,DEF,475,Coady,DEF,0.1596,0.0,2.684,2.5244,1.0,1.0,11.0,90.0,0.218,0,1,1,0,1
2022-23,FAIL,15,141,Chalobah,DEF,427,Kane,FWD,0.0712,-7.0,2.91,2.8388,1.0,8.0,90.0,90.0,0.5308,1,1,1,0,0
2022-23,FAIL,15,141,Chalobah,DEF,516,Collins,DEF,0.2408,1.0,2.91,2.6692,1.0,0.0,90.0,90.0,0.5308,1,1,1,1,0
2022-23,FAIL,15,141,Chalobah,DEF,461,Zouma,DEF,0.3608,0.0,2.91,2.5492,1.0,1.0,90.0,90.0,0.5308,1,1,1,0,1
2022-23,FAIL,15,141,Chalobah,DEF,475,Coady,DEF,0.3856,0.0,2.91,2.5244,1.0,1.0,90.0,90.0,0.5308,1,1,1,0,1
2022-23,FAIL,16,464,Benrahma,MID,680,Gakpo,MID,0.1748,2.0,2.9488,2.774,2.0,0.0,90.0,0.0,0.818,0,0,1,1,0
2022-23,FAIL,16,464,Benrahma,MID,377,Botman,DEF,0.4344,-5.0,2.9488,2.5144,2.0,7.0,90.0,86.0,0.818,1,1,1,0,0
2022-23,FAIL,16,464,Benrahma,MID,614,Willian,MID,0.2252,0.0,2.9488,2.7236,2.0,2.0,90.0,90.0,0.818,1,1,1,0,1
2022-23,FAIL,16,374,Bruno Guimarães,MID,680,Gakpo,MID,0.1568,3.0,2.9308,2.774,3.0,0.0,90.0,0.0,0.7456,0,0,1,1,0
2022-23,FAIL,16,374,Bruno Guimarães,MID,377,Botman,DEF,0.4164,-4.0,2.9308,2.5144,3.0,7.0,90.0,86.0,0.7456,1,1,1,0,0
2022-23,FAIL,16,374,Bruno Guimarães,MID,614,Willian,MID,0.2072,1.0,2.9308,2.7236,3.0,2.0,90.0,90.0,0.7456,1,1,1,1,0
2022-23,FAIL,16,286,Gomez,DEF,680,Gakpo,MID,0.0772,2.0,2.8512,2.774,2.0,0.0,90.0,0.0,0.34,0,0,1,1,0
2022-23,FAIL,16,286,Gomez,DEF,377,Botman,DEF,0.3368,-5.0,2.8512,2.5144,2.0,7.0,90.0,86.0,0.34,1,1,1,0,0
2022-23,FAIL,16,286,Gomez,DEF,614,Willian,MID,0.1276,0.0,2.8512,2.7236,2.0,2.0,90.0,90.0,0.34,1,1,1,0,1
2022-23,FAIL,17,16,Gabriel,DEF,257,Amartey,DEF,0.1504,1.0,2.702,2.5516,2.0,1.0,90.0,90.0,0.164,1,1,1,1,0
2022-23,FAIL,17,16,Gabriel,DEF,258,Castagne,DEF,0.042,1.0,2.702,2.66,2.0,1.0,90.0,90.0,0.164,1,1,1,1,0
