season,e024_gate,candidate,gw,role,n_enter,n_exit,n_pos_touched,n_unpaired_enter,n_unpaired_exit,flex_flag,budget_delta,n_squad_changes,cap_ctrl,cap_cand,cap_delta,g_treat,xi0_ctrl,xi0_cand,xi0_worse_gw,enter_id,enter_name,enter_pos,enter_cand_u,enter_cand_mu,enter_ctrl_mu,enter_cost,enter_mins,enter_pts,exit_id,exit_name,exit_pos,exit_cand_u,exit_mins,exit_pts,du_cand,paired,blank_enter,primary_harm,primary_mover_id
2025-26,FAIL,v1_adxg,6,primary,1,1,2,1,1,1,53,3,50.0,55.0,5.0,-0.006,1,1,0,499,Isak,FWD,3.59,3.59,3.4056,105,83.0,2.0,,,,,,,,0,0,0,499
2025-26,FAIL,v1_adxg,7,companion,4,4,3,0,0,1,-24,5,62.0,80.0,18.0,0.3968,1,0,0,8,J.Timber,DEF,3.4628,3.4628,3.0936,58,90.0,11.0,683,Alderete,DEF,3.2148,90.0,0.0,0.248,1,0,0,373
2025-26,FAIL,v1_adxg,7,companion,4,4,3,0,0,1,-24,5,62.0,80.0,18.0,0.3968,1,0,0,119,Mbeumo,MID,3.7504,3.7504,3.5744,81,76.0,6.0,381,M.Salah,MID,4.2088,90.0,2.0,-0.4584,1,0,0,373
2025-26,FAIL,v1_adxg,7,primary,4,4,3,0,0,1,-24,5,62.0,80.0,18.0,0.3968,1,0,0,373,Virgil,DEF,3.6024,3.6024,3.4292,61,90.0,1.0,348,Rodon,DEF,3.1488,90.0,1.0,0.4536,1,0,0,373
2025-26,FAIL,v1_adxg,7,companion,4,4,3,0,0,1,-24,5,62.0,80.0,18.0,0.3968,1,0,0,565,Vicario,GKP,3.6492,3.6492,3.5208,51,90.0,3.0,674,Ramsdale,GKP,3.6136,0.0,0.0,0.0356,1,0,0,373
2025-26,FAIL,v1_adxg,8,primary,3,3,2,0,0,1,-2,4,72.0,77.0,5.0,0.6082,1,0,0,8,J.Timber,DEF,3.4636,3.4636,3.2604,59,90.0,6.0,190,Ekdal,DEF,3.0424,0.0,0.0,0.4212,1,0,0,8
2025-26,FAIL,v1_adxg,8,companion,3,3,2,0,0,1,-2,4,72.0,77.0,5.0,0.6082,1,0,0,260,Guéhi,DEF,3.4144,3.4144,3.134,49,90.0,4.0,317,Andersen,DEF,3.1768,41.0,1.0,0.2376,1,0,0,8
2025-26,FAIL,v1_adxg,8,companion,3,3,2,0,0,1,-2,4,72.0,77.0,5.0,0.6082,1,0,0,387,Szoboszlai,MID,3.5092,3.5092,3.24,65,90.0,4.0,449,B.Fernandes,MID,3.5292,84.0,8.0,-0.02,1,0,0,8
2025-26,FAIL,v1_adxg,9,companion,2,2,2,0,0,1,6,3,51.0,41.0,-10.0,0.3274,1,1,0,82,Semenyo,MID,3.6612,3.6612,3.5084,81,90.0,3.0,119,Mbeumo,MID,3.5376,90.0,15.0,0.1236,1,0,0,373
2025-26,FAIL,v1_adxg,9,primary,2,2,2,0,0,1,6,3,51.0,41.0,-10.0,0.3274,1,1,0,373,Virgil,DEF,3.5964,3.5964,3.252,60,90.0,3.0,291,Tarkowski,DEF,3.318,90.0,1.0,0.2784,1,0,0,373
2025-26,FAIL,v1_adxg,11,companion,2,2,2,0,0,1,10,5,38.0,40.0,2.0,0.1196,0,0,0,237,Enzo,MID,3.548,3.548,3.2472,67,82.0,3.0,299,Ndiaye,MID,3.5172,90.0,3.0,0.0308,1,0,0,257
2025-26,FAIL,v1_adxg,11,primary,2,2,2,0,0,1,10,5,38.0,40.0,2.0,0.1196,0,0,0,257,Lacroix,DEF,3.4792,3.4792,3.4216,50,90.0,6.0,694,Mukiele,DEF,3.1612,90.0,4.0,0.318,1,0,0,257
2025-26,FAIL,v1_adxg,12,primary,1,1,1,0,0,0,3,1,31.0,29.0,-2.0,0.0088,1,2,1,367,Mamardashvili,GKP,3.4576,3.4576,3.234,43,0.0,0.0,470,Dúbravka,GKP,3.3804,90.0,2.0,0.0772,1,1,1,367
2025-26,FAIL,v1_adxg,13,primary,3,3,3,0,0,1,11,4,47.0,49.0,2.0,0.3935,1,0,0,16,Saka,MID,4.0384,4.0384,3.7004,101,90.0,5.0,235,Palmer,MID,3.7644,0.0,0.0,0.274,1,0,0,16
2025-26,FAIL,v1_adxg,13,companion,3,3,3,0,0,1,11,4,47.0,49.0,2.0,0.3935,1,0,0,260,Guéhi,DEF,3.4732,3.4732,3.1768,51,90.0,0.0,295,Keane,DEF,3.3548,90.0,2.0,0.1184,1,0,0,16
2025-26,FAIL,v1_adxg,13,companion,3,3,3,0,0,1,11,4,47.0,49.0,2.0,0.3935,1,0,0,565,Vicario,GKP,3.4596,3.4596,3.4104,50,90.0,1.0,600,Areola,GKP,3.4352,90.0,2.0,0.0244,1,0,0,16
2025-26,FAIL,v1_adxg,14,companion,3,3,3,1,1,1,36,5,51.0,52.0,1.0,0.4055,0,0,0,266,Eze,MID,3.868,3.868,3.4932,78,29.0,1.0,,,,,,,,0,0,0,283
2025-26,FAIL,v1_adxg,14,primary,3,3,3,1,1,1,36,5,51.0,52.0,1.0,0.4055,0,0,0,283,Mateta,FWD,3.64,3.64,3.3896,81,63.0,2.0,136,Thiago,FWD,3.1952,30.0,1.0,0.4448,1,0,0,283
2025-26,FAIL,v1_adxg,14,companion,3,3,3,1,1,1,36,5,51.0,52.0,1.0,0.4055,0,0,0,374,Konaté,DEF,3.4688,3.4688,3.2984,54,90.0,4.0,531,Ballard,DEF,3.1548,90.0,4.0,0.314,1,0,0,283
2025-26,FAIL,v1_adxg,15,companion,4,4,4,1,1,1,-1,4,57.0,56.0,-1.0,0.3024,1,1,0,16,Saka,MID,3.944,3.944,3.552,101,78.0,4.0,414,Foden,MID,3.7768,68.0,12.0,0.1672,1,0,0,260
2025-26,FAIL,v1_adxg,15,primary,4,4,4,1,1,1,-1,4,57.0,56.0,-1.0,0.3024,1,1,0,260,Guéhi,DEF,3.6948,3.6948,3.4244,51,90.0,8.0,531,Ballard,DEF,3.2332,90.0,1.0,0.4616,1,0,0,260
2025-26,FAIL,v1_adxg,15,companion,4,4,4,1,1,1,-1,4,57.0,56.0,-1.0,0.3024,1,1,0,565,Vicario,GKP,3.5052,3.5052,3.4024,50,90.0,6.0,287,Pickford,GKP,3.4432,90.0,6.0,0.062,1,0,0,260
2025-26,FAIL,v1_adxg,15,companion,4,4,4,1,1,1,-1,4,57.0,56.0,-1.0,0.3024,1,1,0,684,Thiaw,DEF,3.4456,3.4456,3.3716,50,90.0,2.0,,,,,,,,0,0,0,260
2025-26,FAIL,v1_adxg,16,primary,2,2,2,0,0,1,24,4,81.0,75.0,-6.0,0.4092,0,0,0,22,Merino,MID,3.6188,3.6188,3.2032,61,32.0,1.0,517,Anderson,MID,3.3264,90.0,3.0,0.2924,1,0,0,22
2025-26,FAIL,v1_adxg,16,companion,2,2,2,0,0,1,24,4,81.0,75.0,-6.0,0.4092,0,0,0,373,Virgil,DEF,3.5512,3.5512,3.3724,59,90.0,6.0,694,Mukiele,DEF,3.2932,90.0,8.0,0.258,1,0,0,22
2025-26,FAIL,v1_adxg,17,companion,5,5,4,0,0,1,0,6,78.0,79.0,1.0,0.8669,0,0,0,21,Rice,MID,3.6024,3.6024,3.4084,71,90.0,11.0,414,Foden,MID,4.126,90.0,3.0,-0.5236,1,0,0,260
2025-26,FAIL,v1_adxg,17,primary,5,5,4,0,0,1,0,6,78.0,79.0,1.0,0.8669,0,0,0,260,Guéhi,DEF,3.7988,3.7988,3.398,53,90.0,1.0,295,Keane,DEF,3.102,90.0,4.0,0.6968,1,0,0,260
2025-26,FAIL,v1_adxg,17,companion,5,5,4,0,0,1,0,6,78.0,79.0,1.0,0.8669,0,0,0,283,Mateta,FWD,3.4844,3.4844,3.3564,78,76.0,2.0,691,Calvert-Lewin,FWD,3.192,86.0,13.0,0.2924,1,0,0,260
2025-26,FAIL,v1_adxg,17,companion,5,5,4,0,0,1,0,6,78.0,79.0,1.0,0.8669,0,0,0,531,Ballard,DEF,3.2664,3.2664,3.2844,46,90.0,9.0,684,Thiaw,DEF,3.1948,90.0,1.0,0.0716,1,0,0,260
2025-26,FAIL,v1_adxg,17,companion,5,5,4,0,0,1,0,6,78.0,79.0,1.0,0.8669,0,0,0,565,Vicario,GKP,3.21,3.21,3.2516,49,90.0,1.0,287,Pickford,GKP,2.8764,90.0,2.0,0.3336,1,0,0,260
2025-26,FAIL,v1_adxg,18,primary,2,2,3,1,1,1,-15,4,29.0,33.0,4.0,0.2793,3,3,0,82,Semenyo,MID,3.682,3.682,3.3764,77,90.0,9.0,450,Cunha,MID,3.5368,90.0,2.0,0.1452,1,0,0,82
2025-26,FAIL,v1_adxg,18,companion,2,2,3,1,1,1,-15,4,29.0,33.0,4.0,0.2793,3,3,0,373,Virgil,DEF,3.6844,3.6844,3.3596,59,90.0,2.0,,,,,,,,0,0,0,82
2025-26,FAIL,v1_adxg,19,primary,2,2,2,0,0,1,7,4,59.0,48.0,-11.0,0.2608,1,1,0,257,Lacroix,DEF,3.3804,3.3804,3.3156,52,90.0,2.0,683,Alderete,DEF,3.0688,90.0,8.0,0.3116,1,0,0,257
2025-26,FAIL,v1_adxg,19,companion,2,2,2,0,0,1,7,4,59.0,48.0,-11.0,0.2608,1,1,0,600,Areola,GKP,3.3624,3.3624,3.434,43,90.0,2.0,670,Roefs,GKP,3.2272,90.0,7.0,0.1352,1,0,0,257
2025-26,FAIL,v1_adxg,20,companion,5,5,4,1,1,1,18,7,35.0,43.0,8.0,0.4265,0,0,0,20,Trossard,MID,3.6624,3.6624,3.4064,70,23.0,1.0,237,Enzo,MID,3.328,90.0,11.0,0.3344,1,0,0,260
2025-26,FAIL,v1_adxg,20,companion,5,5,4,1,1,1,18,7,35.0,43.0,8.0,0.4265,0,0,0,64,Watkins,FWD,3.4956,3.4956,3.3468,86,82.0,7.0,,,,,,,,0,0,0,260
2025-26,FAIL,v1_adxg,20,primary,5,5,4,1,1,1,18,7,35.0,43.0,8.0,0.4265,0,0,0,260,Guéhi,DEF,3.6592,3.6592,3.3728,53,90.0,2.0,317,Andersen,DEF,3.2376,90.0,3.0,0.4216,1,0,0,260
2025-26,FAIL,v1_adxg,20,companion,5,5,4,1,1,1,18,7,35.0,43.0,8.0,0.4265,0,0,0,565,Vicario,GKP,3.3248,3.3248,3.2452,48,90.0,2.0,287,Pickford,GKP,3.2776,90.0,1.0,0.0472,1,0,0,260
2025-26,FAIL,v1_adxg,20,companion,5,5,4,1,1,1,18,7,35.0,43.0,8.0,0.4265,0,0,0,684,Thiaw,DEF,3.2604,3.2604,3.278,50,90.0,17.0,291,Tarkowski,DEF,3.2496,90.0,2.0,0.0108,1,0,0,260
2025-26,FAIL,v1_adxg,22,primary,4,4,2,0,0,1,3,6,47.0,46.0,-1.0,1.0655,0,0,0,21,Rice,MID,3.9712,3.9712,3.6032,73,90.0,3.0,450,Cunha,MID,3.4464,19.0,4.0,0.5248,1,0,0,21
2025-26,FAIL,v1_adxg,22,companion,4,4,2,0,0,1,3,6,47.0,46.0,-1.0,1.0655,0,0,0,72,Senesi,DEF,3.4516,3.4516,3.4088,48,90.0,3.0,683,Alderete,DEF,3.2648,90.0,1.0,0.1868,1,0,0,21
2025-26,FAIL,v1_adxg,22,companion,4,4,2,0,0,1,3,6,47.0,46.0,-1.0,1.0655,0,0,0,382,Wirtz,MID,3.8524,3.8524,3.5428,82,90.0,10.0,457,Casemiro,MID,3.538,80.0,3.0,0.3144,1,0,0,21
2025-26,FAIL,v1_adxg,22,companion,4,4,2,0,0,1,3,6,47.0,46.0,-1.0,1.0655,0,0,0,417,Cherki,MID,3.7776,3.7776,3.6348,68,45.0,1.0,449,B.Fernandes,MID,3.5464,90.0,10.0,0.2312,1,0,0,21
2025-26,FAIL,v1_adxg,23,primary,2,2,2,1,1,1,13,4,23.0,33.0,10.0,0.2775,0,0,0,82,Semenyo,MID,3.872,3.872,3.4956,77,90.0,8.0,457,Casemiro,MID,3.4452,90.0,2.0,0.4268,1,0,0,82
2025-26,FAIL,v1_adxg,23,companion,2,2,2,1,1,1,13,4,23.0,33.0,10.0,0.2775,0,0,0,260,Guéhi,DEF,3.7488,3.7488,3.3604,52,90.0,6.0,,,,,,,,0,0,0,82
2025-26,FAIL,v1_adxg,24,primary,3,3,3,0,0,1,45,5,78.0,80.0,2.0,0.241,0,0,0,5,Gabriel,DEF,3.7744,3.7744,3.4368,70,90.0,8.0,291,Tarkowski,DEF,3.4088,90.0,2.0,0.3656,1,0,0,5
2025-26,FAIL,v1_adxg,24,companion,3,3,3,0,0,1,45,5,78.0,80.0,2.0,0.241,0,0,0,21,Rice,MID,3.778,3.778,3.5184,74,90.0,3.0,517,Anderson,MID,3.5992,90.0,7.0,0.1788,1,0,0,5
2025-26,FAIL,v1_adxg,24,companion,3,3,3,0,0,1,45,5,78.0,80.0,2.0,0.241,0,0,0,136,Thiago,FWD,3.6812,3.6812,3.6176,72,90.0,2.0,691,Calvert-Lewin,FWD,3.5156,84.0,2.0,0.1656,1,0,0,5
2025-26,FAIL,v1_adxg,25,primary,2,2,2,0,0,1,-4,3,59.0,64.0,5.0,0.2597,0,0,0,8,J.Timber,DEF,3.9028,3.9028,3.4508,64,90.0,6.0,317,Andersen,DEF,3.7468,90.0,1.0,0.156,1,0,0,8
2025-26,FAIL,v1_adxg,25,companion,2,2,2,0,0,1,-4,3,59.0,64.0,5.0,0.2597,0,0,0,487,Barnes,MID,3.7904,3.7904,3.718,61,90.0,2.0,382,Wirtz,MID,3.774,90.0,2.0,0.0164,1,0,0,8
2025-26,FAIL,v1_adxg,26,primary,4,4,3,1,1,1,-8,5,81.0,94.0,13.0,0.348,0,0,0,8,J.Timber,DEF,6.53,6.53,5.7788,64,180.0,3.0,72,Senesi,DEF,4.1272,90.0,2.0,2.4028,1,0,0,8
2025-26,FAIL,v1_adxg,26,companion,4,4,3,1,1,1,-8,5,81.0,94.0,13.0,0.348,0,0,0,82,Semenyo,MID,4.3488,4.3488,3.9256,79,90.0,14.0,,,,,,,,0,0,0,8
2025-26,FAIL,v1_adxg,26,companion,4,4,3,1,1,1,-8,5,81.0,94.0,13.0,0.348,0,0,0,260,Guéhi,DEF,4.136,4.136,3.8732,52,90.0,7.0,633,H.Bueno,DEF,4.8024,149.0,8.0,-0.6664,1,0,0,8
2025-26,FAIL,v1_adxg,26,companion,4,4,3,1,1,1,-8,5,81.0,94.0,13.0,0.348,0,0,0,749,Mané,FWD,4.8596,4.8596,4.966,46,180.0,4.0,136,Thiago,FWD,4.076,90.0,2.0,0.7836,1,0,0,8
2025-26,FAIL,v1_adxg,27,primary,3,3,3,1,1,1,23,2,34.0,39.0,5.0,0.1033,1,0,0,32,Martinez,GKP,3.3876,3.3876,3.3404,50,90.0,3.0,600,Areola,GKP,3.1924,0.0,0.0,0.1952,1,0,0,32
2025-26,FAIL,v1_adxg,27,companion,3,3,3,1,1,1,23,2,34.0,39.0,5.0,0.1033,1,0,0,72,Senesi,DEF,3.8688,3.8688,3.7556,48,90.0,5.0,531,Ballard,DEF,3.7436,90.0,4.0,0.1252,1,0,0,32
2025-26,FAIL,v1_adxg,27,companion,3,3,3,1,1,1,23,2,34.0,39.0,5.0,0.1033,1,0,0,267,Sarr,MID,4.0152,4.0152,3.54,64,90.0,2.0,,,,,,,,0,0,0,32
2025-26,FAIL,v1_adxg,28,primary,2,2,2,0,0,1,27,4,56.0,65.0,9.0,0.0604,1,1,0,82,Semenyo,MID,4.032,4.032,3.744,81,90.0,8.0,237,Enzo,MID,3.8944,85.0,1.0,0.1376,1,0,0,82
2025-26,FAIL,v1_adxg,28,companion,2,2,2,0,0,1,27,4,56.0,65.0,9.0,0.0604,1,1,0,366,A.Becker,GKP,3.2584,3.2584,3.0304,54,90.0,2.0,470,Dúbravka,GKP,3.166,90.0,0.0,0.0924,1,0,0,82
2025-26,FAIL,v1_adxg,29,primary,2,2,3,2,2,1,2,5,89.0,78.0,-11.0,0.1245,0,0,0,16,Saka,MID,4.266,4.266,3.936,98,90.0,9.0,,,,,,,,0,0,0,16
2025-26,FAIL,v1_adxg,29,companion,2,2,3,2,2,1,2,5,89.0,78.0,-11.0,0.1245,0,0,0,260,Guéhi,DEF,4.144,4.144,3.7552,52,90.0,1.0,,,,,,,,0,0,0,16
2025-26,FAIL,v1_adxg,30,companion,4,4,3,0,0,1,4,3,68.0,65.0,-3.0,0.5343,0,1,1,21,Rice,MID,4.5856,4.5856,4.2432,74,90.0,3.0,457,Casemiro,MID,4.3164,90.0,6.0,0.2692,1,0,0,72
2025-26,FAIL,v1_adxg,30,primary,4,4,3,0,0,1,4,3,68.0,65.0,-3.0,0.5343,0,1,1,72,Senesi,DEF,4.1212,4.1212,3.7744,50,90.0,10.0,531,Ballard,DEF,3.8168,63.0,4.0,0.3044,1,0,0,72
2025-26,FAIL,v1_adxg,30,companion,4,4,3,0,0,1,4,3,68.0,65.0,-3.0,0.5343,0,1,1,120,Schade,MID,4.5152,4.5152,4.086,69,67.0,2.0,119,Mbeumo,MID,4.532,74.0,2.0,-0.0168,1,0,0,72
2025-26,FAIL,v1_adxg,30,companion,4,4,3,0,0,1,4,3,68.0,65.0,-3.0,0.5343,0,1,1,367,Mamardashvili,GKP,3.4216,3.4216,3.2192,41,0.0,0.0,470,Dúbravka,GKP,3.1268,90.0,6.0,0.2948,1,1,1,72
2025-26,FAIL,v1_adxg,31,primary,1,1,1,0,0,0,-2,3,68.0,67.0,-1.0,0.0142,0,0,0,329,Wilson,MID,3.9144,3.9144,3.7588,60,86.0,9.0,299,Ndiaye,MID,3.9048,88.0,10.0,0.0096,1,0,0,329
2025-26,FAIL,v1_adxg,32,primary,4,4,3,0,0,1,-3,5,55.0,69.0,14.0,0.5962,0,0,0,21,Rice,MID,4.4396,4.4396,4.1548,73,90.0,4.0,517,Anderson,MID,3.9504,90.0,4.0,0.4892,1,0,0,21
2025-26,FAIL,v1_adxg,32,companion,4,4,3,0,0,1,-3,5,55.0,69.0,14.0,0.5962,0,0,0,120,Schade,MID,4.1152,4.1152,4.068,70,90.0,5.0,235,Palmer,MID,4.3244,90.0,4.0,-0.2092,1,0,0,21
2025-26,FAIL,v1_adxg,32,companion,4,4,3,0,0,1,-3,5,55.0,69.0,14.0,0.5962,0,0,0,367,Mamardashvili,GKP,3.2348,3.2348,3.18,41,90.0,9.0,470,Dúbravka,GKP,3.1644,90.0,2.0,0.0704,1,0,0,21
2025-26,FAIL,v1_adxg,32,companion,4,4,3,0,0,1,-3,5,55.0,69.0,14.0,0.5962,0,0,0,373,Virgil,DEF,4.1108,4.1108,3.938,63,90.0,9.0,106,Collins,DEF,3.8408,90.0,3.0,0.27,1,0,0,21
2025-26,FAIL,v1_adxg,33,primary,1,1,1,0,0,0,5,0,85.0,89.0,4.0,0.0,1,1,0,139,Verbruggen,GKP,5.9832,5.9832,5.7676,45,180.0,8.0,470,Dúbravka,GKP,5.6608,180.0,4.0,0.3224,1,0,0,139
2025-26,FAIL,v1_adxg,34,primary,1,1,1,0,0,0,13,2,48.0,48.0,0.0,0.2492,0,0,0,384,Gakpo,MID,3.9852,3.9852,3.7368,73,90.0,2.0,329,Wilson,MID,3.7116,90.0,2.0,0.2736,1,0,0,384
2025-26,FAIL,v1_adxg,35,companion,2,2,2,0,0,1,11,3,64.0,61.0,-3.0,0.2264,0,0,0,21,Rice,MID,4.4172,4.4172,4.1684,72,63.0,5.0,457,Casemiro,MID,4.2688,90.0,4.0,0.1484,1,0,0,531
2025-26,FAIL,v1_adxg,35,primary,2,2,2,0,0,1,11,3,64.0,61.0,-3.0,0.2264,0,0,0,531,Ballard,DEF,4.1112,4.1112,3.8944,47,23.0,-2.0,684,Thiaw,DEF,3.92,90.0,2.0,0.1912,1,0,0,531
2025-26,FAIL,v1_adxg,36,companion,3,3,3,0,0,1,-9,4,66.0,54.0,-12.0,0.4364,2,2,0,21,Rice,MID,4.1804,4.1804,3.9048,72,90.0,3.0,82,Semenyo,MID,8.7044,180.0,12.0,-4.524,1,0,0,411
2025-26,FAIL,v1_adxg,36,companion,3,3,3,0,0,1,-9,4,66.0,54.0,-12.0,0.4364,2,2,0,369,Woodman,GKP,3.3876,3.3876,3.2856,39,0.0,0.0,470,Dúbravka,GKP,3.114,0.0,0.0,0.2736,1,1,0,411
2025-26,FAIL,v1_adxg,36,primary,3,3,3,0,0,1,-9,4,66.0,54.0,-12.0,0.4364,2,2,0,411,O'Reilly,DEF,8.72,8.72,8.1592,53,90.0,5.0,72,Senesi,DEF,4.062,90.0,8.0,4.658,1,0,0,411
2025-26,FAIL,v1_adxg,37,companion,3,3,3,1,1,1,-48,7,71.0,59.0,-12.0,0.4132,0,1,1,249,João Pedro,FWD,4.536,4.536,4.3704,75,0.0,0.0,,,,,,,,0,1,1,733
2025-26,FAIL,v1_adxg,37,companion,3,3,3,1,1,1,-48,7,71.0,59.0,-12.0,0.4132,0,1,1,666,Gyökeres,FWD,4.8172,4.8172,3.9136,90,17.0,1.0,430,Haaland,FWD,5.1052,90.0,9.0,-0.288,1,0,0,733
2025-26,FAIL,v1_adxg,37,primary,3,3,3,1,1,1,-48,7,71.0,59.0,-12.0,0.4132,0,1,1,733,Lammens,GKP,3.4096,3.4096,3.2892,51,90.0,1.0,101,Kelleher,GKP,3.2408,90.0,2.0,0.1688,1,0,0,733
2025-26,FAIL,v1_adxg,38,primary,3,3,3,1,1,1,25,5,28.0,25.0,-3.0,0.14,3,5,1,16,Saka,MID,4.4976,4.4976,4.1192,100,0.0,0.0,517,Anderson,MID,4.0208,64.0,2.0,0.4768,1,1,1,16
2025-26,FAIL,v1_adxg,38,companion,3,3,3,1,1,1,25,5,28.0,25.0,-3.0,0.14,3,5,1,237,Enzo,MID,4.1504,4.1504,4.0008,65,90.0,1.0,,,,,,,,0,0,0,16
2025-26,FAIL,v1_adxg,38,companion,3,3,3,1,1,1,25,5,28.0,25.0,-3.0,0.14,3,5,1,411,O'Reilly,DEF,4.25,4.25,3.968,53,0.0,0.0,5,Gabriel,DEF,4.1164,45.0,1.0,0.1336,1,1,1,16
